policy_id,sub_sector,region,policy_year,premium_usd,had_claim,n_claims,total_loss,bi_loss,log_revenue,cyber_control_score,vendor_control_pressure,prior_incident_score,limit_mm,retention_mm,predicted_claim_probability,expected_claim_frequency,expected_claim_severity,pure_premium,technical_premium_template,premium_gap,indicated_to_current_ratio,actual_loss_ratio,simulated_VaR_95,simulated_VaR_99,risk_adjusted_technical_premium
POL-2020182,Regional Bank,Midwest,2023,1145514,0,0.0,0.0,0.0,6.451259999761194,0.79,6.153846153846153,0.0,15,0.107,0.14083,0.14074,2585623.69,363895.8,808657.34,-336856.66,0.70593,0.0,2448841.3306886167,6085793.8893615585,1112947.0344680778
POL-2020183,Fintech-Lending,West,2022,153044,0,0.0,0.0,0.0,5.518656990529513,0.8635,7.560975609756098,0.0,1,0.025,0.20209,0.20195,2297308.94,463937.24,1030971.64,877927.64,6.73644,0.0,1000000.0,1943129.0558633392,1128128.092793167
POL-2020184,Regional Bank,National,2024,1890059,0,0.0,0.0,0.0,7.0297073897328834,0.8962500000000001,3.181818181818182,0.0,10,0.485,0.14596,0.14586,3187587.45,464933.94,1033186.54,-856872.46,0.54664,0.0,3528970.76775807,8066748.345785271,1436523.9572892636
POL-2020185,National Bank,West,2022,95549065,0,0.0,0.0,0.0,9.903852485939833,0.908,2.173913043478261,0.6931471805599453,50,1.224,0.11438,0.1143,6190457.9,707550.16,1572333.68,-93976731.32,0.01646,0.0,5596384.413422891,12242359.969114572,2184451.6784557286
POL-2020186,Insurance Carrier,Midwest,2023,1338195,0,0.0,0.0,0.0,7.837080689126748,0.8425000000000001,2.25,0.0,2,0.089,0.13502,0.13493,2778842.04,374936.67,833192.61,-505002.39,0.62262,0.0,2000000.0,2000000.0,933192.61
POL-2020187,Broker-Dealer,Midwest,2022,3742595,0,0.0,0.0,0.0,7.490529402060711,0.85475,6.176470588235294,0.0,10,0.14,0.09663,0.09657,4189396.1,404563.35,899029.67,-2843565.33,0.24022,0.0,2247032.402869272,7109761.023667644,1254517.7211833822
POL-2020188,Broker-Dealer,Midwest,2023,789293,0,0.0,0.0,0.0,5.649678215663,0.661,1.212121212121212,0.6931471805599453,25,0.147,0.11766,0.11758,4478512.8,526575.79,1170168.43,380875.43,1.48255,0.0,3757565.4327787613,8986273.927120157,1619482.1263560078
POL-2020189,Hedge Fund,National,2021,433909,0,0.0,0.0,0.0,5.054333149361975,0.7729999999999999,5.744680851063831,0.0,15,0.597,0.18152,0.18139,214338.89,38879.17,86398.15,-347510.85,0.19912,0.0,253633.35639914713,539743.4931992454,113385.32465996227
POL-2020190,Regional Bank,National,2020,593022,1,1.0,61992.0,4929.0,6.549936824341326,0.6415,21.538461538461537,0.0,5,0.216,0.24881,0.24864,568326.02,141309.54,314021.19,-279000.81,0.52953,0.10454,911674.5021854377,1429154.737199692,385478.92685998464
POL-2020191,Asset Manager,Southwest,2020,1494630,1,1.0,113588.0,52932.0,6.73542365621753,0.6185,11.851851851851851,0.0,10,0.386,0.20742,0.20728,2488284.72,515777.66,1146172.57,-348457.43,0.76686,0.076,3902493.283177072,6821190.76234035,1487232.1081170177
POL-2020192,Asset Manager,Southeast,2024,557378,0,0.0,0.0,0.0,6.439030831234781,0.753,5.0,0.0,5,0.155,0.09895,0.09888,864952.06,85525.37,190056.38,-367321.62,0.34098,0.0,539064.0344855047,2008471.7158468754,290479.9657923438
POL-2020193,Credit Union,National,2022,54125,0,0.0,0.0,0.0,4.859036909945142,0.8609999999999999,3.7142857142857144,0.6931471805599453,2,0.074,0.15735,0.15724,422294.51,66401.19,147558.2,93433.2,2.72625,0.0,510863.61862314364,1305935.0599893192,212854.95299946598
POL-2020194,Credit Union,West,2022,155602,0,0.0,0.0,0.0,4.772378104971998,0.6675,2.7777777777777777,0.6931471805599453,10,0.257,0.19356,0.19343,226397.77,43792.09,97315.75,-58286.25,0.62541,0.0,340111.8750797852,627737.6361317277,128702.63180658639
POL-2020195,Fintech-Payments,Midwest,2022,1406988,0,0.0,0.0,0.0,5.0072963928307415,0.6492500000000001,11.212121212121211,0.0,100,2.466,0.28191,0.28172,1266020.52,356661.99,792582.21,-614405.79,0.56332,0.0,2166908.290137528,3678990.589198612,976531.7394599306
POL-2020196,Community Bank,Northeast,2024,423006,0,0.0,0.0,0.0,5.436774109695053,0.80275,11.818181818181817,0.0,15,0.242,0.1732,0.17308,843244.37,145950.19,324333.74,-98672.26,0.76674,0.0,938949.8120474115,1687116.4307920523,408689.5615396026
POL-2020197,Credit Union,Southwest,2021,12267,0,0.0,0.0,0.0,3.5380565643793527,0.5582499999999999,9.35483870967742,0.0,1,0.025,0.23687,0.23671,119703.06,28334.95,62966.56,50699.56,5.133,0.0,185143.5812218206,354952.6405283321,80714.1920264166
POL-2020198,Regional Bank,Southwest,2024,1637026,1,2.0,23852875.0,14861515.0,6.8970986987936085,0.9145,2.6190476190476195,0.0,15,0.745,0.11657,0.11649,646219.56,75275.43,167278.74,-1469747.26,0.10218,14.57086,544919.3630219128,1306134.1651035598,232585.448255178
POL-2020199,Community Bank,Southeast,2020,30014,0,0.0,0.0,0.0,3.2108436531709366,0.6707500000000001,2.307692307692308,0.0,10,0.345,0.1679,0.16779,898889.02,150820.48,335156.62,305142.62,11.16668,0.0,1126461.5866724397,2284575.282263762,449385.3841131881
POL-2020200,Fintech-Lending,Northeast,2023,6476293,0,0.0,0.0,0.0,6.544487219573761,0.7270000000000001,14.878048780487806,0.0,100,2.825,0.1556,0.15549,1839544.21,286033.21,635629.37,-5840663.63,0.09815,0.0,2203709.1107945377,5318864.494098816,901572.5947049408
POL-2020201,Credit Union,West,2022,238263,1,1.0,5469.0,255.0,3.4210000089583352,0.6995000000000001,5.454545454545455,0.6931471805599453,250,7.9,0.27356,0.27337,229190.32,62654.87,139233.05,-99029.95,0.58437,0.02295,397062.4322649942,673869.9868076141,172926.5493403807
POL-2020202,Asset Manager,National,2022,231880,0,0.0,0.0,0.0,6.155706990502031,0.7270000000000001,24.782608695652172,0.0,2,0.048,0.19198,0.19185,2244550.95,430622.24,956938.31,725058.31,4.12687,0.0,2000000.0,2616209.707521902,1087748.7953760952
POL-2020203,Community Bank,West,2022,312316,0,0.0,0.0,0.0,4.765586907393996,0.84025,3.7837837837837838,1.3862943611198906,25,0.96,0.1507,0.15059,1134850.15,170902.51,379783.35,67467.35,1.21602,0.0,1261401.0494761232,2619630.9411466145,510764.8970573307
POL-2020204,Regional Bank,Northeast,2020,1998633,0,0.0,0.0,0.0,7.326136612356848,0.6604999999999999,5.0,0.0,10,0.347,0.18675,0.18662,1362629.74,254296.88,565104.17,-1433528.83,0.28275,0.0,1905876.1486294915,3549188.4155258276,742563.5907762914
POL-2020205,Credit Union,Midwest,2022,38833,0,0.0,0.0,0.0,3.342861804649192,0.89075,38.80952380952382,0.6931471805599453,10,0.371,0.15339,0.15329,425614.44,65241.65,144981.44,106148.44,3.73346,0.0,498304.4185041382,976255.5738002647,193794.21869001325
POL-2020206,Regional Bank,National,2022,2043301,0,0.0,0.0,0.0,6.850232092738471,0.8305000000000001,2.75,0.0,15,0.26,0.11391,0.11383,3131517.54,356457.04,792126.75,-1251174.25,0.38767,0.0,2088168.4161855541,6204886.909024492,1102371.0954512246
POL-2020207,Credit Union,West,2023,103990,0,0.0,0.0,0.0,4.269697449699962,0.67475,6.0,0.6931471805599453,15,0.332,0.19149,0.19136,240049.89,45936.44,102080.98,-1909.02,0.98164,0.0,343988.7728102474,653363.8035344315,134749.1701767216
POL-2020208,Insurance Carrier,West,2021,22348500,0,0.0,0.0,0.0,9.150685904407894,0.7712500000000001,2.0833333333333335,0.6931471805599453,25,1.095,0.18813,0.188,2276851.57,428051.25,951225.01,-21397274.99,0.04256,0.0,3288406.3151325625,6857737.763557223,1294111.8981778612
POL-2020209,Regional Bank,Southeast,2024,1631932,0,0.0,0.0,0.0,6.860768487757801,0.58525,16.666666666666664,0.0,10,0.307,0.19589,0.19575,2035419.61,398441.14,885424.76,-746507.24,0.54256,0.0,2774744.5314432224,5182442.66824824,1144546.8934124121
POL-2020210,Insurance Carrier,Southwest,2023,2412020,0,0.0,0.0,0.0,7.681929298184456,0.7665000000000001,50.357142857142854,0.0,5,0.04,0.17957,0.17945,1024236.24,183794.8,408432.9,-2003587.1,0.16933,0.0,1367243.607832265,2722941.050863698,544579.952543185
POL-2020211,Regional Bank,Southwest,2023,1219294,0,0.0,0.0,0.0,7.120848494442845,0.79225,7.878787878787878,0.0,5,0.07,0.13888,0.13878,2778771.46,385647.45,856994.32,-362299.68,0.70286,0.0,2394023.171943981,5000000.0,1106994.3199999998
POL-2020212,Regional Bank,Northeast,2022,906006,0,0.0,0.0,0.0,6.313185661783185,0.6807500000000001,6.5,0.0,10,0.382,0.17319,0.17307,1367613.02,236697.54,525994.53,-380011.47,0.58056,0.0,1886439.0639585876,3693159.8232913422,710652.5211645672
POL-2020213,Regional Bank,Southwest,2023,621554,0,0.0,0.0,0.0,6.575354741730978,0.7085000000000001,6.666666666666667,0.0,5,0.161,0.17989,0.17977,1480210.9,266100.06,591333.46,-30220.54,0.95138,0.0,1731612.6158483718,5000000.0,841333.46
POL-2020214,Regional Bank,Northeast,2024,625037,0,0.0,0.0,0.0,6.937411163889648,0.5865,15.277777777777777,0.0,2,0.074,0.21376,0.21362,736656.37,157362.43,349694.28,-275342.72,0.55948,0.0,1152754.6757415126,2000000.0,449694.28
POL-2020215,Insurance Carrier,Midwest,2023,19977665,1,1.0,144388.0,84270.0,8.687610843707368,0.56375,8.333333333333334,0.6931471805599453,50,1.168,0.26457,0.26439,645337.03,170618.23,379151.62,-19598513.38,0.01898,0.00723,1011064.4827425291,2088212.4756301702,483562.2437815085
POL-2020216,Insurance Carrier,Southeast,2020,4214287,0,0.0,0.0,0.0,7.5409401183694,0.77425,7.1875,0.0,15,0.58,0.13039,0.1303,2139685.97,278794.18,619542.61,-3594744.39,0.14701,0.0,2382868.8930422766,5151010.112310254,877093.1156155127
POL-2020217,Asset Manager,Southeast,2020,606477,1,1.0,614863.0,267315.0,7.2813856635702825,0.663,8.4375,0.6931471805599453,1,0.025,0.21071,0.21057,1336210.21,281364.42,625254.28,18777.28,1.03096,1.01383,1000000.0,1310277.4075908745,690768.1503795438
POL-2020218,Community Bank,Southeast,2024,77802,0,0.0,0.0,0.0,3.9396381724611196,0.5872499999999999,11.764705882352942,0.0,10,0.478,0.20097,0.20083,278692.17,55971.09,124380.21,46578.21,1.59868,0.0,390195.4114195254,835202.4540650799,166140.332703254
POL-2020219,Investment Bank,West,2022,132813564,0,0.0,0.0,0.0,9.635581963247922,0.62075,5.490196078431373,0.0,100,3.13,0.16529,0.16518,3843047.85,634785.79,1410635.08,-131402928.92,0.01062,0.0,4589470.712593744,9528685.517846353,1887069.3558923178
POL-2020220,Broker-Dealer,Southeast,2024,576586,0,0.0,0.0,0.0,6.113018242660559,0.648,48.51851851851851,0.0,5,0.125,0.13098,0.13089,6124287.79,801625.16,1781389.24,1204803.24,3.08955,0.0,5000000.0,5584541.516645148,2060616.3158322575
POL-2020221,Community Bank,West,2021,98715,0,0.0,0.0,0.0,4.365643155423357,0.7915,38.888888888888886,0.0,10,0.345,0.23563,0.23547,295909.03,69676.33,154836.28,56121.28,1.56852,0.0,493281.93413391116,1000371.1684482956,204854.8384224148
POL-2020222,Community Bank,Northeast,2020,87227,0,0.0,0.0,0.0,4.558078578454241,0.6025,7.391304347826086,0.0,5,0.141,0.15787,0.15776,291591.62,46002.3,102227.32,15000.32,1.17197,0.0,325646.8390359088,781574.8736956228,141306.06368478114
POL-2020223,Fintech-Lending,Southwest,2021,257240,0,0.0,0.0,0.0,4.549657476057832,0.5605,5.517241379310345,0.0,15,0.449,0.23011,0.22995,370760.93,85256.27,189458.38,-67781.62,0.7365,0.0,499608.7775954221,1099468.1612597655,244431.7880629883
POL-2020224,Credit Union,Northeast,2020,1019044,0,0.0,0.0,0.0,5.218732887205194,0.38475,5.0,0.0,100,1.307,0.24179,0.24163,210095.5,50764.7,112810.44,-906233.56,0.1107,0.0,330256.88396453817,616315.0160615471,143626.19080307736
POL-2020225,Insurance Carrier,Southwest,2023,4291648,0,0.0,0.0,0.0,8.314268847283424,0.8335,7.352941176470589,0.0,5,0.142,0.08878,0.08872,1280966.34,113641.82,252537.38,-4039110.62,0.05884,0.0,1005647.7978950235,2925445.3176667,398809.64588333503
POL-2020226,Community Bank,Midwest,2024,37535,0,0.0,0.0,0.0,4.626931677769604,0.8809999999999999,1.8421052631578947,0.0,1,0.029,0.12596,0.12588,1234024.46,155334.63,345188.06,307653.06,9.19643,0.0,1000000.0,1000000.0,395188.06
POL-2020227,Fintech-Lending,West,2021,1518228,1,1.0,7790785.0,1376966.0,6.689972333910023,0.662,36.36363636363636,0.0,10,0.202,0.19627,0.19614,1308335.57,256616.76,570259.47,-947968.53,0.37561,5.1315,1933449.362327481,4565872.148461889,798553.0774230944
POL-2020228,Community Bank,Midwest,2024,133295,0,0.0,0.0,0.0,4.516338972281476,0.31975,9.285714285714285,0.6931471805599453,10,0.333,0.35594,0.3557,294563.47,104776.33,232836.28,99541.28,1.74677,0.0,591916.8384609876,1130299.0433058573,289351.23216529284
POL-2020229,Asset Manager,Southwest,2021,801761,0,0.0,0.0,0.0,6.685361446558473,0.6772500000000001,21.707317073170735,0.6931471805599453,5,0.224,0.16049,0.16038,227094.3,36420.82,80935.16,-720825.84,0.10095,0.0,290533.6740168354,560551.0588697601,108962.712943488
POL-2020230,Broker-Dealer,National,2020,1734055,0,0.0,0.0,0.0,6.199291394310299,0.80425,4.193548387096774,0.0,25,0.547,0.08587,0.08581,4045982.03,347195.84,771546.31,-962508.69,0.44494,0.0,1412800.1921612574,7254194.714105531,1134256.0457052765
POL-2020231,Fintech-Lending,West,2021,247819,0,0.0,0.0,0.0,5.898252165385803,0.7177500000000001,7.17948717948718,0.0,2,0.074,0.26023,0.26005,785530.59,204275.3,453945.12,206126.12,1.83176,0.0,1185921.065512981,2000000.0,553945.12
POL-2020232,Broker-Dealer,Southwest,2024,1863950,0,0.0,0.0,0.0,6.836581459527612,0.6665000000000001,3.3333333333333335,0.0,10,0.402,0.08951,0.08945,1746805.76,156248.89,347219.76,-1516730.24,0.18628,0.0,1306833.9063290749,2803258.9439313444,487382.7071965672
POL-2020233,Asset Manager,Southeast,2022,2996887,1,1.0,7552926.0,164711.0,6.975040025787734,0.5337500000000001,43.333333333333336,0.0,25,1.147,0.24776,0.24759,1764962.49,436989.04,971086.76,-2025800.24,0.32403,2.52026,2583434.352449865,4627166.451172047,1202445.0825586023
POL-2020234,Community Bank,Southwest,2024,316805,0,0.0,0.0,0.0,4.91705694713669,0.6667500000000001,3.9534883720930236,0.0,25,0.367,0.1061,0.10603,1011281.18,107225.54,238278.97,-78526.03,0.75213,0.0,685198.5297617837,2246932.2362087416,350625.5818104371
POL-2020235,Community Bank,National,2021,132721,0,0.0,0.0,0.0,4.11414718951828,0.672,27.083333333333336,0.0,25,0.904,0.19303,0.1929,1466769.27,282937.76,628750.57,496029.57,4.73739,0.0,2371282.0554793216,4127336.318078696,835117.3859039347
POL-2020236,Hedge Fund,Southwest,2020,1344275,0,0.0,0.0,0.0,6.179188153190932,0.5705,4.0,0.0,15,0.625,0.19611,0.19597,950793.06,186329.65,414065.9,-930209.1,0.30802,0.0,1328225.381535946,2668021.495698021,547466.9747849011
POL-2020237,Regional Bank,Midwest,2024,564776,1,1.0,4934438.0,473488.0,6.745706827027738,0.7939999999999999,8.965517241379311,0.0,2,0.039,0.20973,0.20959,1238220.54,259518.07,576706.82,11930.82,1.02112,8.73698,1811922.3844615086,2215464.10347693,687480.0251738464
POL-2020238,Hedge Fund,National,2020,718307,0,0.0,0.0,0.0,6.1454723595873295,0.71175,12.272727272727273,0.0,5,0.218,0.23105,0.23089,367137.08,84767.61,188372.47,-529934.53,0.26225,0.0,577416.7770477493,1083823.4388933023,242563.6419446651
POL-2020239,Hedge Fund,National,2024,967376,0,0.0,0.0,0.0,5.402226829938548,0.74125,2.558139534883721,0.0,50,0.772,0.15624,0.15614,555373.61,86714.69,192699.31,-774676.69,0.1992,0.0,597435.632512293,1464596.442443574,265929.1321221787
POL-2020240,Regional Bank,Midwest,2022,2516935,0,0.0,0.0,0.0,7.662091627854505,0.68525,19.48717948717949,0.6931471805599453,5,0.156,0.23914,0.23898,2632892.77,629210.25,1398244.99,-1118690.01,0.55553,0.0,4243061.198982283,5000000.0,1648244.99
POL-2020241,Fintech-Payments,Southwest,2020,1982627,0,0.0,0.0,0.0,6.057018177847421,0.7887500000000001,7.254901960784315,0.6931471805599453,25,1.245,0.13027,0.13018,641541.07,83516.08,185591.29,-1797035.71,0.09361,0.0,622808.1370695288,1602359.8273872605,265709.2813693631
POL-2020242,Investment Bank,Southeast,2024,2297330,0,0.0,0.0,0.0,8.305162661105596,0.8065000000000001,11.379310344827587,0.0,1,0.036,0.16299,0.16288,2980343.6,485439.86,1078755.24,-1218574.76,0.46957,0.0,1000000.0,1573295.9386895357,1157420.0369344768
POL-2020243,Insurance Carrier,Northeast,2021,27501021,0,0.0,0.0,0.0,9.151121012316212,0.5865,17.916666666666668,0.0,25,0.147,0.20171,0.20157,2502746.82,504489.35,1121087.44,-26379933.56,0.04077,0.0,3524681.54764547,6390433.183884512,1440609.0991942256
POL-2020244,Regional Bank,West,2020,4607553,0,0.0,0.0,0.0,8.287025025165063,0.679,5.0,0.0,5,0.087,0.20574,0.2056,3544078.62,728656.95,1619237.67,-2988315.33,0.35143,0.0,4985065.343611919,6745030.787658377,1956489.2093829187
POL-2020245,Regional Bank,Southwest,2024,664063,0,0.0,0.0,0.0,6.36199308533525,0.7952499999999999,15.882352941176471,0.6931471805599453,5,0.219,0.10729,0.10721,489407.56,52470.39,116600.87,-547462.13,0.17559,0.0,379434.9723406721,1218012.1214985459,177501.47607492728
POL-2020246,Custodian Bank,Southeast,2021,63244521,0,0.0,0.0,0.0,8.554103545436334,0.67925,24.705882352941174,0.0,250,12.223,0.1177,0.11762,1611596.5,189556.85,421237.44,-62823283.56,0.00666,0.0,1765286.7475055084,3612729.5481827855,601873.9174091392
POL-2020247,Community Bank,Midwest,2022,101522,1,1.0,55628.0,13457.0,4.225372824628505,0.727,11.25,0.0,10,0.488,0.22079,0.22064,401054.75,88487.22,196638.27,95116.27,1.9369,0.54794,644622.056564243,1316872.3820362245,262481.8891018112
POL-2020248,Broker-Dealer,West,2023,463768,0,0.0,0.0,0.0,6.106800145787886,0.65925,6.875,0.0,5,0.177,0.14506,0.14496,1642150.7,238045.4,528989.78,65221.78,1.14063,0.0,1841097.1747406046,4013377.1220023995,729658.63610012
POL-2020249,Community Bank,Southwest,2024,64757,0,0.0,0.0,0.0,4.273884476054178,0.27025,26.25,0.6931471805599453,5,0.156,0.28847,0.28827,78238.18,22553.74,50119.42,-14637.58,0.77396,0.0,133924.00494351002,226167.35963909852,61427.78798195493
POL-2020250,Community Bank,Midwest,2023,33060,0,0.0,0.0,0.0,4.130354999745133,0.6335,1.6666666666666667,0.0,2,0.075,0.19392,0.19379,349294.62,67688.91,150419.8,117359.8,4.5499,0.0,479758.01042594376,1020080.9321443958,201423.84660721978
POL-2020251,Community Bank,National,2024,306592,0,0.0,0.0,0.0,4.864452783918174,0.9420000000000001,6.595744680851065,0.0,25,0.679,0.12405,0.12396,1179098.51,146161.31,324802.92,18210.92,1.0594,0.0,1071968.5402911734,2501091.950280769,449857.5175140384
POL-2020252,Insurance Carrier,Southeast,2023,1564935,0,0.0,0.0,0.0,7.8950262395733395,0.7115,3.4285714285714284,0.0,2,0.062,0.10509,0.10502,2560205.98,268871.47,597492.15,-967442.85,0.3818,0.0,2000000.0,2000000.0,697492.15
POL-2020253,Fintech-Payments,West,2020,513831,0,0.0,0.0,0.0,5.305789381386738,0.38725000000000004,6.666666666666666,0.0,10,0.132,0.28623,0.28603,2625816.0,751063.21,1669029.36,1155198.36,3.24821,0.0,4253640.19935495,9474181.390555792,2142738.42952779
POL-2020254,Investment Bank,Northeast,2020,28556780,0,0.0,0.0,0.0,8.47024832363969,0.864,12.63157894736842,0.6931471805599453,50,0.644,0.15504,0.15493,766905.7,118817.01,264037.81,-28292742.19,0.00925,0.0,938054.3637126557,1937341.5166588186,360904.8858329409
POL-2020255,Broker-Dealer,Midwest,2020,3461965,0,0.0,0.0,0.0,7.299256680072915,0.93575,4.255319148936171,0.0,15,0.138,0.08283,0.08278,5524782.57,457329.15,1016286.99,-2445678.01,0.29356,0.0,2950046.7823121594,10147629.475660542,1523668.4637830271
POL-2020256,Community Bank,Southwest,2024,141516,0,0.0,0.0,0.0,4.241326752570746,0.6415,7.857142857142857,0.0,15,0.478,0.13991,0.13981,477519.8,66763.18,148362.62,6846.62,1.04838,0.0,478213.4967221624,1300309.8822962022,213378.1141148101
POL-2020257,Insurance Carrier,Southwest,2021,2498911,0,0.0,0.0,0.0,7.393632257384163,0.5635,20.52631578947368,0.0,10,0.279,0.13072,0.13063,705450.46,92155.61,204790.25,-2294120.75,0.08195,0.0,729180.8604954662,2009012.88190888,305240.894095444
POL-2020258,Regional Bank,Midwest,2022,1301072,0,0.0,0.0,0.0,6.270610288537476,0.708,11.944444444444445,0.0,25,0.809,0.21163,0.21148,1491397.56,315407.92,700906.48,-600165.52,0.53871,0.0,2030700.9510534059,4363849.978300832,919098.9789150415
POL-2020259,Community Bank,Midwest,2022,100630,0,0.0,0.0,0.0,4.09933210373314,0.8642500000000001,38.1578947368421,0.0,15,0.702,0.15946,0.15935,1371404.35,218533.76,485630.58,385000.58,4.8259,0.0,1495392.1266281542,3671832.9961621617,669222.2298081082
POL-2020260,Custodian Bank,Southwest,2021,54464495,0,0.0,0.0,0.0,8.981405080870163,0.7475,9.347826086956523,0.0,100,1.929,0.11543,0.11535,251224.14,28979.06,64397.91,-54400097.09,0.00118,0.0,213749.08907329134,619341.0006286171,95364.96003143086
POL-2020261,Community Bank,Southwest,2023,87365,0,0.0,0.0,0.0,4.005513348515485,0.5505,9.565217391304346,0.6931471805599453,15,0.374,0.23531,0.23515,249573.58,58686.65,130414.77,43049.77,1.49276,0.0,394561.60920814873,718081.8670924337,166318.8633546217
POL-2020262,Community Bank,Midwest,2020,72876,0,0.0,0.0,0.0,3.3945083935113587,0.86275,12.307692307692308,0.0,25,0.655,0.14729,0.14719,320998.82,47248.43,104996.5,32120.5,1.44076,0.0,351367.36629586987,757054.5409437164,142849.22704718582
POL-2020263,Fintech-Lending,Southwest,2024,646287,1,1.0,324322.0,1321.0,5.741720313996593,0.779,28.27586206896552,0.0,10,0.235,0.13647,0.13637,2900478.0,395545.81,878990.7,232703.7,1.36006,0.50182,2504284.600695918,7454878.888017188,1251734.6444008593
POL-2020264,Asset Manager,Midwest,2021,2824331,1,1.0,8607489.0,4892589.0,6.934786618033168,0.85925,8.157894736842104,0.6931471805599453,25,0.449,0.1652,0.16508,3835148.49,633118.85,1406930.78,-1417400.22,0.49815,3.04762,4648330.9242059495,9006319.287482375,1857246.7443741187
POL-2020265,National Bank,Southwest,2021,102801236,1,1.0,8181302.0,4055018.0,10.023419388976704,0.7312500000000001,17.083333333333336,0.6931471805599453,50,1.149,0.1276,0.12751,631192.62,80486.0,178857.78,-102622378.22,0.00174,0.07958,620821.2556193582,1787884.5926337442,268252.0096316872
POL-2020266,Credit Union,Southeast,2021,73252,0,0.0,0.0,0.0,4.215086179918229,0.66775,5.277777777777778,1.0986122886681098,10,0.382,0.15387,0.15376,805065.26,123790.38,275089.74,201837.74,3.75539,0.0,893420.9195931291,2122447.3860188625,381212.1093009431
POL-2020267,Fintech-Lending,West,2020,134091,0,0.0,0.0,0.0,5.269403356383394,0.77425,12.702702702702702,0.0,2,0.041,0.24691,0.24674,2964440.26,731434.25,1625409.44,1491318.44,12.12169,0.0,2000000.0,3786374.9647678817,1814728.188238394
POL-2020268,Asset Manager,Southeast,2023,129568,1,1.0,1308264.0,229097.0,5.870708345972182,0.7605000000000001,8.0,0.6931471805599453,1,0.026,0.15806,0.15795,4168075.83,658350.67,1463001.49,1333433.49,11.29138,10.09712,1000000.0,1005475.8300811948,1513275.2815040597
POL-2020269,Community Bank,West,2023,366697,0,0.0,0.0,0.0,5.076423034634259,0.8350000000000001,12.162162162162161,0.0,25,1.052,0.17582,0.1757,774011.72,135991.54,302203.43,-64493.57,0.82412,0.0,839099.4683024059,1916451.3875004572,398025.99937502283
POL-2020270,Hedge Fund,Southwest,2022,259411,1,2.0,285644.0,44851.0,4.278054044290903,0.6719999999999999,42.25806451612903,0.6931471805599453,25,0.306,0.21715,0.217,528706.02,114731.17,254958.15,-4452.85,0.98283,1.10113,757519.7785121801,1560816.4396433393,332998.971982167
POL-2020271,Community Bank,Southwest,2020,60028,1,2.0,605603.0,7045.0,4.23410650459726,0.8095,15.333333333333334,0.0,5,0.149,0.14465,0.14455,912860.08,131951.84,293226.3,233198.3,4.88483,10.08868,1051092.3826826133,2135842.172701439,400018.40863507194
POL-2020272,Fintech-Payments,National,2024,4530113,0,0.0,0.0,0.0,6.654925417297567,0.81325,14.0,0.0,50,0.408,0.15043,0.15032,2536598.21,381310.68,847357.07,-3682755.93,0.18705,0.0,2708888.408371617,5874931.768610129,1141103.6584305065
POL-2020273,Community Bank,West,2021,82454,0,0.0,0.0,0.0,4.370712874773608,0.5887500000000001,13.928571428571427,0.6931471805599453,5,0.19,0.2034,0.20326,92899.44,18882.89,41961.98,-40492.02,0.50891,0.0,145080.4032046522,263419.4556953033,55132.95278476517
POL-2020274,Community Bank,Southwest,2022,329266,0,0.0,0.0,0.0,4.822697998516666,0.652,7.5,0.0,25,0.29,0.15443,0.15433,926397.54,142969.86,317710.8,-11555.2,0.96491,0.0,950995.8640460247,2714573.4183898508,453439.47091949254
POL-2020275,Fintech-Lending,National,2021,87867,0,0.0,0.0,0.0,4.2017030805426,0.8045000000000001,28.94736842105263,0.0,5,0.154,0.24826,0.24809,1198129.76,297246.78,660548.4,572681.4,7.51759,0.0,1829033.9877934246,3153922.388462349,818244.5194231175
POL-2020276,Community Bank,Southwest,2023,14769,0,0.0,0.0,0.0,3.9454577815143836,0.73525,24.210526315789473,0.0,1,0.05,0.15762,0.15751,934325.19,147165.76,327035.01,312266.01,22.14334,0.0,1000000.0,1000000.0,377035.01
POL-2020277,Asset Manager,Southwest,2023,195434,1,1.0,21607.0,1993.0,6.101439400316553,0.37600000000000006,9.565217391304346,0.0,1,0.025,0.36686,0.3666,1788912.83,655822.45,1457383.21,1261949.21,7.45716,0.11056,1000000.0,2000000.0,1557383.21
POL-2020278,National Bank,West,2023,175659299,1,1.0,262036.0,189189.0,10.110139867841276,0.8099999999999999,7.741935483870967,0.6931471805599453,100,4.669,0.11701,0.11693,530134.34,61989.39,137754.21,-175521544.79,0.00078,0.00149,493015.5305869103,1320408.903379692,203774.6551689846
POL-2020279,Community Bank,Northeast,2020,126841,0,0.0,0.0,0.0,4.380775852772229,0.90525,5.365853658536586,0.0,10,0.229,0.1055,0.10543,290486.66,30625.27,68056.16,-58784.84,0.53655,0.0,322239.9368723529,750747.8755507534,105593.55377753769
POL-2020280,Credit Union,Midwest,2021,61256,1,1.0,33984.0,4193.0,3.0301337002713233,0.6567500000000001,23.636363636363633,0.0,50,2.063,0.21373,0.21359,490499.58,104764.81,232810.69,171554.69,3.80062,0.55479,806830.1082125693,1289147.9910817964,297268.0895540898
POL-2020281,Regional Bank,Southwest,2021,795683,0,0.0,0.0,0.0,6.226734278220032,0.7070000000000002,1.7391304347826084,0.6931471805599453,10,0.123,0.13992,0.13982,1026852.99,143575.61,319056.91,-476626.09,0.40098,0.0,1092936.2732515603,2519490.2255969425,445031.4212798471
