policy_id,sub_sector,primary_regulator,region,policy_year,revenue_mm,employees,assets_mm,limit_mm,retention_mm,premium_usd,has_trading_desk,processes_payments,custodial_aum_bn,core_banking_vendor,n_third_party_vendors,cloud_provider_primary,mfa_coverage_pct,edr_deployed,soc_24_7,control_maturity_nist,prior_incidents_3yr,had_claim,log_revenue,log_employees,control_gap,vendor_risk,retention_ratio,regulator_mismatch,strong_controls
POL-2020351,2,3,0,2023,193.8,794,1643.2,5,0.102,185896,0,True,0.0,3,45,0,91.1,1,1,4.2,0,0,5.271973391208435,6.678342114654332,0.7999999999999998,4.0050000000000034,0.020399999999999998,0,1
POL-2020352,2,2,1,2024,73.5,364,673.1,2,0.026,37801,0,True,0.0,2,46,2,61.6,1,1,3.8,1,0,4.310799125385514,5.8998973535824915,1.2000000000000002,17.664,0.013,0,1
POL-2020353,5,6,2,2020,68.8,348,141.4,15,0.56,216624,0,False,0.0,-1,30,1,73.7,1,0,5.0,0,0,4.2456340097683265,5.855071922202427,0.0,7.890000000000001,0.037333333333333336,0,0
POL-2020354,2,4,0,2022,168.0,1204,2429.0,50,2.432,658049,0,True,0.0,2,10,4,67.9,1,1,4.4,0,0,5.1298987149230735,7.094234845924755,0.5999999999999996,3.2099999999999995,0.048639999999999996,0,1
POL-2020355,1,2,5,2024,1892.3,3323,4939.6,10,0.284,3130735,1,False,0.0,-1,44,3,94.4,1,0,1.4,2,0,7.546076617258303,8.10892415597534,3.6,2.4639999999999973,0.028399999999999998,0,0
POL-2020356,0,6,1,2022,1403.7,9013,2347.9,5,0.033,1411606,1,False,2.0,-1,123,2,55.3,1,1,3.5,0,0,7.247579035836864,9.106534203250593,1.5,54.98100000000001,0.0066,0,1
POL-2020357,2,3,1,2020,49.1,186,475.2,15,0.147,96641,0,True,0.0,0,33,4,70.7,0,1,2.6,0,1,3.914021008090819,5.231108616854587,2.4,9.668999999999997,0.0098,0,0
POL-2020358,9,3,3,2023,11102.0,40788,91918.5,50,0.84,61088394,1,False,0.0,3,187,3,89.2,1,1,2.2,0,0,9.314970621054266,10.616167716198387,2.8,20.195999999999998,0.0168,0,1
POL-2020359,3,4,1,2022,80.6,282,220.0,25,1.212,211828,0,True,0.0,1,118,1,91.9,1,1,5.0,1,0,4.401829261970061,5.645446897643238,0.0,9.557999999999996,0.048479999999999995,0,1
POL-2020360,8,1,3,2024,4312.3,15786,12184.8,50,0.377,17328879,0,False,0.0,-1,69,2,83.0,1,0,2.8,0,0,8.369458551381651,9.666942095531727,2.2,11.730000000000002,0.00754,0,0
POL-2020361,9,5,1,2022,5144.8,24085,65759.8,250,8.036,65433023,1,False,0.0,1,36,3,69.2,0,1,3.6,1,0,8.54593612694845,10.089386037820425,1.4,11.087999999999997,0.032144,0,0
POL-2020362,5,6,0,2024,246.5,1362,346.0,15,0.164,632753,0,False,0.0,-1,38,4,92.0,1,0,2.7,0,1,5.511410582008745,7.217443431696533,2.3,3.0399999999999983,0.010933333333333333,0,0
POL-2020363,11,4,3,2021,886.7,2088,10001.9,250,1.704,8846692,0,True,0.0,4,24,1,85.2,1,1,4.5,0,0,6.788633848074274,7.644440761556566,0.5,3.5520000000000005,0.006816,1,1
POL-2020364,1,2,3,2021,682.6,2230,801.0,1,0.042,357960,1,False,0.0,-1,65,3,84.5,1,1,3.3,2,0,6.527372951241436,7.7102051944325325,1.7000000000000002,10.075000000000001,0.042,0,1
POL-2020365,6,0,4,2020,541.5,2020,1300.5,5,0.087,776707,0,True,0.0,-1,53,4,80.7,0,1,2.6,0,0,6.296188085414615,7.611347717403621,2.4,10.228999999999997,0.0174,0,0
POL-2020366,11,3,5,2021,1308.9,4298,12126.4,100,2.455,9022570,0,True,0.0,2,82,0,90.2,1,0,5.0,0,0,7.177706077403603,8.366137716496281,0.0,8.035999999999998,0.024550000000000002,0,0
POL-2020367,2,6,3,2022,71.0,249,744.3,2,0.053,33165,0,True,0.0,0,20,0,59.7,1,1,4.1,1,0,4.276666119016055,5.521460917862246,0.9000000000000004,8.06,0.0265,0,1
POL-2020368,8,3,0,2024,2733.2,10942,2943.1,5,0.181,2925224,0,False,0.0,-1,37,4,70.9,1,1,3.2,0,0,7.913594167497892,9.300455261418444,1.7999999999999998,10.766999999999998,0.036199999999999996,0,1
POL-2020369,3,4,3,2023,88.9,402,157.5,2,0.051,43858,0,True,0.0,2,17,0,69.6,1,1,3.0,1,0,4.498697941477575,5.998936561946683,2.0,5.168000000000001,0.0255,0,1
POL-2020370,10,1,2,2020,6544.1,27379,66320.0,25,0.653,23478955,0,True,0.0,3,26,0,82.6,1,1,4.6,0,0,8.78647195706609,10.21756809884244,0.40000000000000036,4.524000000000001,0.02612,0,1
POL-2020371,8,6,4,2023,4166.9,15541,8210.7,2,0.041,2845749,0,False,0.0,-1,141,1,90.6,1,0,4.1,0,0,8.335167590822925,9.651301315769187,0.9000000000000004,13.254000000000012,0.0205,0,0
POL-2020372,11,6,5,2023,596.4,1531,4884.4,15,0.484,1140907,0,True,0.0,1,45,1,96.7,1,0,5.0,2,0,6.392586905782009,7.3343293503005365,0.0,1.4849999999999963,0.032266666666666666,1,0
POL-2020373,0,1,5,2024,1342.8,5778,3917.9,2,0.097,726640,1,False,0.1,-1,52,1,93.1,1,0,3.3,0,0,7.203256700486049,8.661985936317778,1.7000000000000002,3.588000000000003,0.0485,0,0
POL-2020374,4,5,5,2022,4856.0,17893,49605.0,5,0.14,4520083,0,False,1.3,6,26,1,81.0,1,1,3.6,1,0,8.488176242345745,9.792220740107542,1.4,4.939999999999999,0.028000000000000004,0,1
POL-2020375,2,4,3,2020,79.6,398,887.5,50,0.282,265360,0,True,0.0,0,79,3,83.1,1,0,1.6,0,0,4.389498649512583,5.988961416889864,3.4,13.351000000000003,0.005639999999999999,0,0
POL-2020376,3,4,2,2021,70.5,451,147.2,5,0.161,55125,0,True,0.0,0,37,1,49.9,0,0,1.8,0,0,4.269697449699962,6.113682179832232,3.2,18.537,0.0322,0,0
POL-2020377,10,5,3,2022,9855.8,38108,102446.0,25,1.018,32333270,0,True,0.0,3,110,1,69.2,1,0,3.3,0,0,9.195916851310459,10.54820575369157,1.7000000000000002,33.879999999999995,0.04072,0,0
POL-2020378,3,4,0,2022,264.1,1087,564.8,5,0.219,199677,0,True,0.0,2,48,0,71.1,1,0,3.1,0,0,5.5801071132949795,6.992096427415888,1.9,13.872000000000002,0.0438,0,0
POL-2020379,2,7,1,2023,45.5,156,442.9,10,0.485,72810,0,True,0.0,5,51,1,88.3,1,0,3.5,1,0,3.8394523125933104,5.056245805348308,1.5,5.967,0.0485,0,0
POL-2020380,11,4,5,2021,191.0,724,2184.5,50,1.045,722755,0,True,0.0,3,21,4,83.6,1,1,2.0,0,0,5.2574953720277815,6.586171654854675,3.0,3.444000000000001,0.0209,1,1
POL-2020381,10,3,4,2020,5593.0,35572,71244.2,50,1.616,23295736,0,True,0.0,0,72,4,89.4,1,1,3.1,0,0,8.629449873761905,10.479342202122597,1.9,7.631999999999999,0.03232,0,1
POL-2020382,1,6,1,2020,1457.2,9444,2301.6,15,0.443,2990693,0,False,0.0,-1,9,2,86.1,1,0,2.7,0,0,7.28495807737233,9.15324077993561,2.3,1.2510000000000001,0.029533333333333335,0,0
POL-2020383,1,2,1,2023,336.0,1044,515.3,2,0.025,221266,1,False,0.0,-1,59,4,88.2,1,0,4.5,0,0,5.820082930352362,6.951772164398911,0.5,6.962,0.0125,0,0
POL-2020384,3,4,3,2024,37.8,160,62.7,15,0.082,61052,0,True,0.0,1,25,4,79.3,0,0,2.8,1,1,3.6584202466292277,5.081404364984463,2.2,5.175000000000002,0.0054666666666666665,0,0
POL-2020385,11,6,2,2023,216.3,1334,2868.7,5,0.231,193663,0,True,0.0,1,119,1,62.0,1,1,4.0,0,0,5.381278887262384,7.19668657083435,1.0,45.22,0.046200000000000005,1,1
POL-2020386,6,0,2,2020,434.6,1979,862.2,25,0.183,1578408,0,True,0.0,-1,204,4,83.7,1,1,3.0,0,0,6.076724391058805,7.590852123688581,2.0,33.25199999999998,0.00732,0,1
POL-2020387,0,5,5,2020,327.8,1030,831.1,5,0.2,367477,0,False,11.9,-1,42,3,50.9,1,0,4.1,0,0,5.7954496631820245,6.93828448401696,0.9000000000000004,20.622,0.04,0,0
POL-2020388,7,2,0,2023,335.1,1177,531.2,25,0.217,1134884,0,False,0.0,-1,13,3,88.0,1,1,3.6,0,0,5.81740873473106,7.071573364211532,1.4,1.56,0.00868,0,1
POL-2020389,8,2,2,2022,3315.3,20214,7622.2,2,0.052,1680067,0,False,0.0,-1,37,2,87.2,1,0,2.6,1,0,8.106604982609303,9.91418018207487,2.4,4.736,0.026,0,0
POL-2020390,6,7,3,2024,527.5,2928,817.7,15,0.151,1676609,0,True,0.0,-1,10,4,88.5,1,0,4.2,3,0,6.270042805310292,7.982416346827733,0.7999999999999998,1.15,0.010066666666666666,0,0
POL-2020391,8,7,3,2020,5567.6,27063,12807.6,25,0.853,12951161,0,False,0.0,-1,78,4,79.9,1,1,2.9,0,1,8.624898954829403,10.205959710460544,2.1,15.677999999999997,0.03412,0,1
POL-2020392,2,1,4,2023,234.8,615,2390.6,25,1.17,590138,0,True,0.0,6,4,3,77.0,0,1,1.2,1,1,5.462983988103271,6.423246963533519,3.8,0.9199999999999999,0.046799999999999994,0,0
POL-2020393,0,7,4,2024,731.5,1968,1690.5,10,0.192,980764,0,False,29.4,-1,35,3,80.9,1,0,4.1,0,0,6.596463340891223,7.585281078639126,0.9000000000000004,6.684999999999998,0.019200000000000002,0,0
POL-2020394,8,0,5,2021,5747.5,28411,15390.0,250,4.002,59323626,0,False,0.0,-1,25,4,86.7,1,0,4.3,0,0,8.656694230193795,10.254566870117701,0.7000000000000002,3.325,0.016007999999999998,0,0
POL-2020395,8,6,4,2021,3566.4,12555,4909.0,100,3.121,19493412,0,False,0.0,-1,83,1,82.6,1,0,2.7,0,0,8.179592318124204,9.437953917961844,2.3,14.442000000000004,0.03121,0,0
POL-2020396,5,0,1,2024,409.1,826,1010.7,15,0.26,941575,0,False,0.0,-1,85,3,95.6,1,1,3.8,0,1,6.016401032398013,6.717804695023691,1.2000000000000002,3.7400000000000033,0.017333333333333333,0,1
POL-2020397,1,6,1,2022,889.8,2579,2008.0,100,4.364,7568323,0,False,0.0,-1,42,1,81.1,1,0,4.1,0,0,6.792119935383212,7.855544677915663,0.9000000000000004,7.938000000000002,0.04364,0,0
POL-2020398,2,7,1,2020,113.6,543,1158.6,10,0.179,164733,0,True,0.0,3,12,3,88.8,1,0,2.6,1,0,4.741447804280639,6.298949246855942,2.4,1.3439999999999999,0.0179,0,0
POL-2020399,6,7,1,2024,498.5,1582,644.7,5,0.138,865148,0,True,0.0,-1,12,0,76.2,1,0,4.7,0,0,6.2136075980886085,7.367077059881012,0.2999999999999998,2.856,0.027600000000000003,0,0
POL-2020400,2,5,1,2022,21.1,52,212.3,2,0.099,10328,0,True,0.0,5,66,2,70.9,1,1,3.5,0,0,3.095577608523707,3.970291913552122,1.5,19.205999999999996,0.0495,0,1
POL-2020401,10,1,1,2023,30265.7,134633,338073.4,50,0.63,170120179,0,True,0.0,1,37,4,89.6,1,0,2.4,0,0,10.317803377242255,11.810315264591857,2.6,3.8480000000000034,0.0126,0,0
POL-2020402,6,0,4,2022,348.1,966,438.8,1,0.041,176962,0,True,0.0,-1,13,4,89.3,0,0,4.2,0,0,5.855358414110991,6.874198495453294,0.7999999999999998,1.3909999999999998,0.041,0,0
POL-2020403,2,2,5,2024,157.2,993,1300.5,15,0.499,255279,0,True,0.0,5,72,4,75.4,1,0,2.4,2,0,5.063860055333554,6.901737206656574,2.6,17.712,0.03326666666666667,0,0
POL-2020404,8,2,1,2022,4937.0,15302,13924.3,15,0.147,10609222,0,False,0.0,-1,112,1,94.7,1,1,2.7,2,0,8.504715669905124,9.635804166591036,2.3,5.935999999999993,0.0098,0,1
POL-2020405,8,7,2,2021,3948.8,19954,6065.3,10,0.164,5174209,0,False,0.0,-1,39,4,76.2,1,1,2.3,0,0,8.281420223701886,9.901235017482835,2.7,9.282,0.0164,0,1
POL-2020406,2,3,2,2022,42.4,195,532.8,10,0.42,53363,0,True,0.0,2,121,2,79.6,1,0,4.0,2,0,3.770459441106359,5.278114659230517,1.0,24.684000000000008,0.041999999999999996,0,0
POL-2020407,1,2,1,2022,338.2,1155,448.9,10,0.49,722917,1,False,0.0,-1,42,2,82.4,1,0,2.5,0,1,5.826589903917748,7.052721049232323,2.5,7.391999999999998,0.049,0,0
POL-2020408,0,7,3,2024,783.1,3167,2327.7,10,0.237,1066921,1,False,8.6,-1,21,1,78.5,1,1,3.3,1,0,6.664536563236877,8.060855752934316,1.7000000000000002,4.515,0.0237,0,1
POL-2020409,2,5,2,2024,143.0,826,1781.9,500,6.414,1971020,0,True,0.0,3,28,2,78.6,1,0,3.3,0,1,4.969813299576001,6.717804695023691,1.7000000000000002,5.992000000000003,0.012827999999999999,0,0
POL-2020410,1,2,2,2024,910.7,6152,2011.4,15,0.673,2077852,1,False,0.0,-1,13,4,91.7,1,0,3.6,1,0,6.815310988590857,8.724695046740491,1.4,1.0789999999999995,0.04486666666666667,0,0
POL-2020411,11,4,4,2024,298.1,1203,4187.3,25,1.205,889568,0,True,0.0,0,104,2,91.8,0,1,5.0,0,0,5.700777965635902,7.093404625868766,0.0,8.528000000000008,0.0482,1,0
POL-2020412,0,5,3,2020,2414.0,7636,5254.9,10,0.249,4108386,1,False,2.0,-1,61,1,87.0,0,1,1.8,1,1,7.789454566086673,8.940760134888384,3.2,7.930000000000001,0.0249,0,0
POL-2020413,11,1,1,2024,457.6,1394,4809.9,25,0.355,1271961,0,True,0.0,3,3,1,80.0,1,0,4.8,0,0,6.128178370423804,7.240649694255466,0.20000000000000018,0.5999999999999999,0.014199999999999999,0,0
POL-2020414,11,1,5,2020,500.3,1146,7206.3,25,0.647,1217247,0,True,0.0,5,32,1,85.3,0,1,2.2,0,0,6.2172047242694575,7.044905117129371,2.8,4.704000000000001,0.02588,0,0
POL-2020415,0,1,1,2023,963.8,4253,1388.8,1,0.025,407554,1,False,2.2,-1,25,3,83.5,1,0,4.7,0,0,6.8719208259729205,8.355614995760183,0.2999999999999998,4.125000000000001,0.025,0,0
POL-2020416,11,6,5,2020,935.4,1948,8627.7,2,0.025,634656,0,True,0.0,0,12,2,78.3,1,1,4.2,1,0,6.842042735616755,7.575071699507561,0.7999999999999998,2.604000000000001,0.0125,1,1
POL-2020417,10,1,4,2020,9887.7,28850,129808.6,50,2.473,46105511,0,True,0.0,5,14,3,91.0,1,0,1.8,0,0,9.199147970072033,10.269899933380591,3.2,1.2599999999999996,0.04946,0,0
POL-2020418,2,3,2,2022,36.1,87,497.4,50,0.266,139279,0,True,0.0,0,28,0,86.5,1,1,3.3,0,0,3.6136169696133895,4.477336814478207,1.7000000000000002,3.7800000000000002,0.00532,0,1
POL-2020419,7,0,1,2020,683.8,2129,1979.1,15,0.622,1683869,1,False,0.0,-1,102,3,72.9,1,1,3.7,2,0,6.529126824827532,7.6638772587034705,1.2999999999999998,27.64199999999999,0.041466666666666666,0,1
POL-2020420,1,6,5,2022,762.8,1905,788.7,2,0.062,562385,0,False,0.0,-1,59,4,97.8,1,1,5.0,0,0,6.6383059747914155,7.552762084214147,0.0,1.2980000000000012,0.031,0,1
POL-2020421,1,2,0,2022,722.1,6420,937.8,15,0.591,1690681,0,False,0.0,-1,14,1,93.6,1,1,3.5,0,0,6.583547525180906,8.76732914779405,1.5,0.8960000000000008,0.0394,0,1
POL-2020422,2,0,5,2020,87.0,268,1194.1,10,0.164,132870,0,True,0.0,3,33,2,89.4,1,1,3.5,0,0,4.477336814478207,5.594711379601839,1.5,3.4979999999999993,0.0164,0,1
POL-2020423,7,2,1,2022,286.4,823,343.2,1,0.043,161278,1,False,0.0,-1,27,4,74.8,1,1,2.6,0,0,5.660874973644924,6.714170529909472,2.4,6.804,0.043,0,1
POL-2020424,1,2,2,2022,1439.0,4546,2117.3,5,0.078,1834876,1,False,0.0,-1,56,1,81.2,1,1,4.1,0,0,7.272398392570047,8.42222295382501,0.9000000000000004,10.527999999999997,0.0156,0,1
POL-2020425,2,1,1,2021,104.4,298,1205.1,5,0.196,82481,0,True,0.0,0,55,0,68.9,1,0,2.9,0,0,4.657762636107262,5.700443573390687,2.1,17.104999999999997,0.0392,0,0
POL-2020426,6,7,5,2024,799.8,3156,1332.9,10,0.424,1783772,0,True,0.0,-1,300,2,81.2,1,0,4.5,0,0,6.685611228001011,8.057377488557991,0.5,56.399999999999984,0.0424,0,0
POL-2020427,0,6,5,2021,526.1,1708,901.3,2,0.051,313403,1,False,15.3,-1,6,3,85.2,1,1,3.0,1,0,6.267390283861161,7.443663683115591,2.0,0.8880000000000001,0.0255,0,1
POL-2020428,11,3,4,2021,242.8,1718,2290.8,2,0.04,145222,0,True,0.0,2,23,1,74.8,1,1,2.4,1,1,5.496348217047172,7.449498005382849,2.6,5.796,0.02,0,1
POL-2020429,5,0,2,2021,424.9,1680,1226.9,10,0.087,819651,0,False,0.0,-1,11,1,79.0,1,1,4.0,0,0,6.054204576929168,7.427144133408616,1.0,2.3099999999999996,0.0087,0,1
POL-2020430,2,0,4,2021,41.2,141,617.8,2,0.025,18029,0,True,0.0,6,37,4,78.3,0,1,2.8,0,1,3.742420221041966,4.955827057601261,2.2,8.029000000000003,0.0125,0,0
POL-2020431,1,2,0,2020,448.5,1980,540.3,15,0.127,881700,0,False,0.0,-1,119,3,86.7,1,1,1.2,0,1,6.108135853911675,7.591357046698551,3.8,15.827000000000002,0.008466666666666667,0,1
POL-2020432,1,6,4,2022,514.7,2317,1016.4,50,0.628,2504649,1,False,0.0,-1,45,1,83.2,1,1,4.0,0,0,6.245525201056913,7.748460023899697,1.0,7.559999999999997,0.01256,0,1
POL-2020433,5,7,4,2023,374.8,1342,653.9,1,0.025,185278,0,False,0.0,-1,41,1,80.0,1,1,2.7,1,1,5.929057086979365,7.202661196523238,2.3,8.199999999999998,0.025,0,1
POL-2020434,2,1,1,2021,367.4,2316,3759.1,5,0.063,300788,0,True,0.0,2,11,4,77.8,1,0,3.8,0,0,5.909169304381152,7.748028524432376,1.2000000000000002,2.4419999999999997,0.0126,0,0
POL-2020435,0,7,2,2023,1168.2,3394,3135.9,10,0.339,1638760,1,False,2.1,-1,48,1,54.8,1,1,2.5,0,0,7.064075033237091,8.130059039992796,2.5,21.696000000000005,0.0339,0,1
POL-2020436,1,2,5,2020,340.2,1358,578.8,1,0.025,152332,0,False,0.0,-1,19,4,79.0,1,1,2.3,1,1,5.832468815617524,7.214504414151143,2.7,3.9899999999999993,0.025,0,1
POL-2020437,11,4,4,2022,505.6,1658,4474.4,5,0.049,535319,0,True,0.0,2,13,1,98.1,1,0,2.8,1,1,6.227721737567575,7.413970290190444,2.2,0.24700000000000022,0.0098,1,0
POL-2020438,6,7,1,2021,196.5,1122,233.8,10,0.452,518138,0,True,0.0,-1,44,2,86.4,0,1,3.6,1,1,5.285738584341177,7.023758954738443,1.4,5.9839999999999955,0.045200000000000004,0,0
POL-2020439,11,2,5,2023,468.2,1117,5057.6,2,0.04,228971,0,True,0.0,5,29,3,83.1,1,0,2.9,1,0,6.151029116779321,7.0192966537150445,2.1,4.901000000000002,0.02,1,0
POL-2020440,1,6,1,2021,599.4,2801,1364.5,10,0.094,1031526,1,False,0.0,-1,33,1,86.9,0,1,4.8,0,0,6.397596099759307,7.938088726896952,0.20000000000000018,4.322999999999997,0.0094,0,0
POL-2020441,11,5,1,2023,1180.4,7111,14092.3,5,0.069,1331006,0,True,0.0,1,23,4,75.6,1,0,3.0,1,0,7.074455454873135,8.86953877719374,2.0,5.612000000000003,0.013800000000000002,0,0
POL-2020442,6,6,5,2023,731.6,2576,2001.8,25,1.196,2743792,0,True,0.0,-1,14,0,69.5,1,1,4.1,0,0,6.596599850344714,7.854381210652365,0.9000000000000004,4.2700000000000005,0.04784,0,1
POL-2020443,6,0,0,2020,256.2,1888,449.0,50,1.11,1521775,0,True,0.0,-1,31,1,98.6,1,0,5.0,0,0,5.549853992363464,7.543802867501509,0.0,0.4340000000000004,0.0222,0,0
POL-2020444,11,2,1,2024,752.8,3377,9435.6,1,0.038,298396,0,True,0.0,5,29,2,86.2,1,1,2.6,0,1,6.625127080833035,8.125039097367745,2.4,4.002000000000001,0.038,1,1
POL-2020445,9,3,5,2024,4786.6,18287,39551.5,50,1.3,22928332,1,False,0.0,4,52,4,62.3,1,1,2.6,0,1,8.473784520999216,9.814000386034591,2.4,19.604,0.026000000000000002,0,1
POL-2020446,6,0,0,2023,529.6,1032,1219.1,10,0.161,1281963,0,True,0.0,-1,25,2,64.2,1,0,3.3,1,0,6.274008441703639,6.940222469119639,1.7000000000000002,8.95,0.0161,0,0
POL-2020447,10,1,3,2021,23727.3,76000,350664.2,250,7.654,345392106,0,True,0.0,0,33,1,35.0,1,0,3.1,0,0,10.074423707588414,11.23850177707664,1.9,21.45,0.030616,0,0
POL-2020448,6,7,4,2024,249.2,370,331.1,15,0.468,697159,0,True,0.0,-1,8,0,87.5,1,0,3.9,2,0,5.522260598032811,5.916202062607435,1.1,1.0,0.031200000000000002,0,0
POL-2020449,0,2,5,2024,1235.5,4096,2788.5,1,0.025,470573,1,False,7.7,-1,121,0,91.7,1,0,3.3,1,1,7.120040086961471,8.318010277546872,1.7000000000000002,10.042999999999996,0.025,0,0
POL-2020450,9,5,3,2024,1577.6,6255,20176.7,100,2.483,15166611,0,False,0.0,3,27,4,94.0,1,1,2.2,1,0,7.364293657274302,8.741296282225147,2.8,1.6200000000000014,0.02483,0,1
POL-2020451,1,6,1,2024,1242.9,4254,2298.9,1,0.025,516841,1,False,0.0,-1,60,0,77.3,1,0,3.2,0,0,7.126006884215919,8.355850041007475,1.7999999999999998,13.62,0.025,0,0
POL-2020452,4,3,5,2020,5439.5,11355,79356.6,250,3.015,62057701,0,False,18.4,2,9,3,69.6,1,0,2.3,0,0,8.601626247391067,9.337501517592862,2.7,2.7360000000000007,0.012060000000000001,0,0
POL-2020453,3,4,5,2024,76.7,153,81.7,25,0.149,186914,0,True,0.0,4,39,2,60.9,0,1,3.3,2,1,4.3528552573736015,5.0369526024136295,1.7000000000000002,15.249,0.00596,0,0
POL-2020454,1,2,5,2021,460.8,2368,834.7,10,0.136,883685,1,False,0.0,-1,26,0,85.4,1,1,2.5,2,0,6.135131896920395,7.7702232041587855,2.5,3.7959999999999976,0.013600000000000001,0,1
POL-2020455,2,6,1,2020,80.7,391,1167.9,50,2.43,314729,0,True,0.0,6,77,4,74.9,1,0,2.8,0,0,4.403054001865957,5.971261839790462,2.2,19.32699999999999,0.048600000000000004,0,0
POL-2020456,8,4,2,2023,14511.2,75130,35253.4,50,1.113,57087076,0,False,0.0,-1,32,2,57.9,1,0,3.0,0,0,9.582744953957857,11.226988535536838,2.0,13.472000000000001,0.02226,0,0
POL-2020457,4,1,0,2021,6781.7,20913,54726.9,100,0.86,41147987,0,False,18.5,2,37,2,86.2,1,0,3.3,2,0,8.82213053175038,9.948174070158535,1.7000000000000002,5.106000000000001,0.0086,0,0
POL-2020458,6,0,3,2020,549.4,1835,720.5,10,0.377,1475056,0,True,0.0,-1,19,3,83.6,1,0,4.2,0,0,6.310645286619134,7.515344571180436,0.7999999999999998,3.1160000000000005,0.0377,0,0
POL-2020459,8,6,3,2021,5104.5,12752,11301.1,50,2.249,20331476,0,False,0.0,-1,50,1,79.6,1,1,1.6,0,0,8.538073668995592,9.4535218170269,3.4,10.200000000000003,0.04498,0,1
POL-2020460,1,2,5,2021,350.9,1408,717.1,100,2.489,2431386,1,False,0.0,-1,30,0,90.9,1,1,4.5,2,0,5.863347044327539,7.25063551189868,0.5,2.729999999999999,0.02489,0,1
POL-2020461,2,6,4,2024,42.7,136,448.1,2,0.062,19845,0,True,0.0,2,51,3,75.1,1,1,1.4,0,1,3.7773481021015445,4.919980925828125,3.6,12.699000000000005,0.031,0,1
POL-2020462,9,3,1,2024,7218.4,31611,86494.1,50,0.859,39005239,0,False,0.0,1,24,4,90.9,1,1,1.0,0,0,8.884527125940593,10.361292074324865,4.0,2.1839999999999993,0.01718,0,1
POL-2020463,1,2,0,2023,616.7,4386,1670.5,5,0.093,720946,1,False,0.0,-1,16,1,83.8,1,0,3.1,0,0,6.426002902701853,8.386400901166214,1.9,2.5920000000000005,0.0186,0,0
POL-2020464,2,0,0,2021,27.8,181,245.1,2,0.083,14763,0,True,0.0,5,36,4,63.9,1,1,2.8,0,0,3.3603753871419,5.204006687076795,2.2,12.995999999999999,0.0415,0,1
POL-2020465,11,6,3,2024,381.1,1971,4984.1,25,0.543,1015945,0,True,0.0,1,27,4,57.2,0,1,3.4,1,0,5.945682354452854,7.586803535162581,1.6,11.555999999999997,0.021720000000000003,1,0
POL-2020466,6,0,4,2021,1145.7,5611,2671.2,1,0.025,581758,0,True,0.0,-1,194,1,82.2,0,0,4.0,0,1,7.044643531044259,8.632662441222351,1.0,34.53199999999999,0.025,0,0
POL-2020467,0,5,1,2022,1403.5,7293,3925.9,5,0.136,1380210,1,False,4.7,-1,49,1,76.2,1,0,2.8,0,0,7.2474366465442985,8.894807371368625,2.2,11.661999999999999,0.027200000000000002,0,0
POL-2020468,0,0,5,2020,1459.2,4842,1853.1,5,0.082,1389482,1,False,0.8,-1,54,2,49.7,1,1,2.5,1,0,7.286328691621986,8.48528964240323,2.5,27.161999999999995,0.0164,0,1
POL-2020469,10,3,0,2024,13473.0,64842,183959.2,50,0.543,61847819,0,True,0.0,4,11,3,61.5,1,0,3.5,1,0,9.508517181520606,11.07972424251526,1.5,4.235,0.010860000000000002,0,0
POL-2020470,5,7,3,2023,87.8,211,226.5,10,0.295,161417,0,False,0.0,-1,56,2,51.5,1,0,3.6,0,0,4.486386649998124,5.356586274672012,1.4,27.16,0.0295,0,0
POL-2020471,9,3,0,2020,3809.5,21932,40581.4,5,0.154,5863272,1,False,0.0,3,24,2,66.8,1,1,3.9,1,0,8.245515693106173,9.995747630961425,1.1,7.968000000000002,0.0308,0,1
POL-2020472,5,0,4,2022,335.6,906,614.2,10,0.421,810446,0,False,0.0,-1,29,1,62.9,1,1,2.5,1,0,5.8188952817567055,6.810142450115136,2.5,10.759,0.0421,0,1
POL-2020473,8,2,3,2022,1950.8,8414,5702.4,15,0.303,3289497,0,False,0.0,-1,28,4,89.5,1,1,3.7,0,0,7.576507302707361,9.037771106624906,1.2999999999999998,2.9399999999999995,0.0202,0,1
POL-2020474,5,6,2,2024,406.6,1769,958.9,25,0.662,1772731,0,False,0.0,-1,9,0,84.7,1,1,3.0,0,0,6.01028630134857,7.478734825567875,2.0,1.3770000000000002,0.02648,0,1
POL-2020475,1,2,3,2023,824.6,5316,1287.1,2,0.1,537080,1,False,0.0,-1,26,1,84.5,1,1,3.9,1,0,6.716110394727298,8.57866451350434,1.1,4.030000000000001,0.05,0,1
POL-2020476,11,6,5,2022,543.7,1343,6075.3,10,0.179,903530,0,True,0.0,6,26,1,45.8,0,0,2.4,2,1,6.300235184389629,7.203405521083095,2.6,14.092,0.0179,1,0
POL-2020477,2,7,5,2024,166.5,720,1701.4,15,0.28,283664,0,True,0.0,3,7,3,87.6,1,1,2.9,0,1,5.120983351265121,6.580639137284949,2.1,0.8680000000000008,0.018666666666666668,0,1
POL-2020478,0,6,2,2020,776.3,2723,1438.2,5,0.129,851849,1,False,57.1,-1,25,0,88.8,1,0,2.2,0,0,6.655826376236174,7.909856667269403,2.8,2.8,0.0258,0,0
POL-2020479,11,4,4,2022,607.2,2280,8962.5,1,0.028,272557,0,True,0.0,4,145,0,90.1,1,0,2.4,1,0,6.4105037752432645,7.732369222284388,2.6,14.355000000000013,0.028,1,0
