policy_id,insured_id,system_class,stated_rto_hours,stated_rpo_hours,revenue_dependency_pct,has_hot_dr_site,third_party_dependency,last_dr_test_date
POL-2020213,INS-10213,Email & Productivity,17.0,19.5,2.8,False,None,2024-05-06
POL-2020213,INS-10213,Payment Processing,3.8,1.7,37.5,True,Single Vendor,2023-03-24
POL-2020213,INS-10213,Customer Digital Channels,6.8,3.0,17.3,True,Single Vendor,2023-12-26
POL-2020214,INS-10214,Core Banking Platform,6.1,1.7,36.3,True,None,2023-03-19
POL-2020214,INS-10214,Back-Office/ERP,34.9,13.9,5.1,True,Single Vendor,2023-08-01
POL-2020214,INS-10214,Email & Productivity,35.9,16.5,3.9,False,None,2023-03-02
POL-2020214,INS-10214,Payment Processing,4.0,1.0,21.1,False,None,2023-02-03
POL-2020214,INS-10214,Customer Digital Channels,14.1,4.9,17.6,False,None,2024-08-07
POL-2020215,INS-10215,Email & Productivity,47.4,22.9,4.1,False,Multi-Vendor,2023-02-04
POL-2020215,INS-10215,Back-Office/ERP,21.2,14.9,4.3,False,Single Vendor,2024-02-12
POL-2020216,INS-10216,Email & Productivity,17.2,14.5,3.0,True,Multi-Vendor,2023-06-03
POL-2020216,INS-10216,Back-Office/ERP,20.2,11.2,6.3,True,Single Vendor,2023-09-27
POL-2020217,INS-10217,Trading/OMS,2.4,0.6,39.2,True,Multi-Vendor,2023-12-08
POL-2020217,INS-10217,Back-Office/ERP,45.6,6.1,4.8,False,Single Vendor,2024-01-10
POL-2020217,INS-10217,Market Data Infrastructure,2.1,1.9,10.2,True,None,2023-07-25
POL-2020217,INS-10217,Email & Productivity,29.6,14.7,3.9,False,None,2024-02-26
POL-2020217,INS-10217,Settlement & Clearing,3.9,1.5,17.7,True,None,2024-10-08
POL-2020218,INS-10218,Core Banking Platform,7.8,1.5,38.5,False,Multi-Vendor,2023-01-14
POL-2020218,INS-10218,Back-Office/ERP,30.3,9.2,3.9,False,None,2023-09-24
POL-2020218,INS-10218,Email & Productivity,35.6,23.3,2.7,False,Multi-Vendor,2023-03-22
POL-2020218,INS-10218,Payment Processing,7.4,0.9,40.5,True,Multi-Vendor,2023-09-09
POL-2020218,INS-10218,Customer Digital Channels,9.2,4.8,19.4,False,Multi-Vendor,2024-11-12
POL-2020219,INS-10219,Core Banking Platform,6.5,1.6,34.4,True,Single Vendor,2023-03-21
POL-2020219,INS-10219,Trading/OMS,2.8,0.4,38.0,True,Multi-Vendor,2024-09-04
POL-2020219,INS-10219,Back-Office/ERP,27.6,11.4,5.2,False,Multi-Vendor,2024-02-13
POL-2020219,INS-10219,Market Data Infrastructure,3.2,1.6,11.8,False,None,2023-03-30
POL-2020219,INS-10219,Email & Productivity,40.8,8.7,3.5,False,Multi-Vendor,2023-11-22
POL-2020219,INS-10219,Payment Processing,3.3,1.6,30.7,True,Multi-Vendor,2024-04-03
POL-2020219,INS-10219,Customer Digital Channels,10.1,6.4,12.6,False,Single Vendor,2024-02-16
POL-2020219,INS-10219,Settlement & Clearing,4.0,1.5,31.9,True,Single Vendor,2023-11-10
POL-2020220,INS-10220,Trading/OMS,2.4,0.5,45.7,True,Single Vendor,2023-04-06
POL-2020220,INS-10220,Back-Office/ERP,36.2,10.0,6.5,False,Multi-Vendor,2024-02-23
POL-2020220,INS-10220,Market Data Infrastructure,2.8,0.7,11.7,True,Multi-Vendor,2023-01-01
POL-2020220,INS-10220,Email & Productivity,30.9,19.3,2.3,True,Single Vendor,2024-08-20
POL-2020220,INS-10220,Settlement & Clearing,7.9,1.1,25.6,False,Multi-Vendor,2024-10-28
POL-2020221,INS-10221,Core Banking Platform,2.9,1.9,43.1,False,Single Vendor,2024-07-14
POL-2020221,INS-10221,Back-Office/ERP,22.9,15.3,4.3,False,Multi-Vendor,2024-09-20
POL-2020221,INS-10221,Email & Productivity,38.4,21.2,3.6,True,Single Vendor,2024-12-30
POL-2020221,INS-10221,Payment Processing,7.6,1.8,41.9,True,Single Vendor,2023-12-18
POL-2020221,INS-10221,Customer Digital Channels,7.5,4.4,22.2,False,Multi-Vendor,2024-01-19
POL-2020222,INS-10222,Core Banking Platform,6.6,1.4,23.1,True,Multi-Vendor,2024-09-25
POL-2020222,INS-10222,Back-Office/ERP,43.1,15.6,4.6,True,Multi-Vendor,2023-06-18
POL-2020222,INS-10222,Email & Productivity,23.8,8.7,2.4,False,Multi-Vendor,2023-08-26
POL-2020222,INS-10222,Payment Processing,6.4,1.9,20.2,True,None,2024-08-11
POL-2020222,INS-10222,Customer Digital Channels,11.4,6.4,16.4,False,Single Vendor,2024-03-08
POL-2020223,INS-10223,Payment Processing,5.8,1.6,38.1,False,None,2023-11-20
POL-2020223,INS-10223,Customer Digital Channels,10.3,6.7,16.8,True,Single Vendor,2024-11-27
POL-2020223,INS-10223,Email & Productivity,23.4,11.3,2.7,True,Multi-Vendor,2024-03-08
POL-2020223,INS-10223,Back-Office/ERP,17.9,8.5,5.6,True,None,2023-03-10
POL-2020224,INS-10224,Core Banking Platform,6.2,0.8,29.0,True,Single Vendor,2023-03-10
POL-2020224,INS-10224,Back-Office/ERP,34.6,8.9,4.7,True,None,2024-06-28
POL-2020224,INS-10224,Email & Productivity,39.0,8.5,2.5,True,None,2023-11-12
POL-2020224,INS-10224,Payment Processing,3.5,0.9,41.0,True,Single Vendor,2023-09-07
POL-2020224,INS-10224,Customer Digital Channels,9.5,5.5,23.7,True,Multi-Vendor,2023-04-03
POL-2020225,INS-10225,Email & Productivity,18.3,12.2,3.8,True,Multi-Vendor,2024-05-27
POL-2020225,INS-10225,Back-Office/ERP,43.7,9.5,4.5,True,Single Vendor,2024-04-11
POL-2020226,INS-10226,Core Banking Platform,6.7,1.1,24.3,True,Single Vendor,2023-05-12
POL-2020226,INS-10226,Back-Office/ERP,24.8,9.6,3.2,True,Single Vendor,2024-09-12
POL-2020226,INS-10226,Email & Productivity,31.7,19.9,3.0,True,None,2023-01-18
POL-2020226,INS-10226,Payment Processing,3.2,1.3,35.0,False,Multi-Vendor,2024-11-19
POL-2020226,INS-10226,Customer Digital Channels,6.2,3.1,17.9,True,Multi-Vendor,2023-08-20
POL-2020227,INS-10227,Payment Processing,3.8,1.9,32.0,False,Single Vendor,2024-10-22
POL-2020227,INS-10227,Customer Digital Channels,8.6,6.5,18.0,True,Single Vendor,2023-03-26
POL-2020227,INS-10227,Email & Productivity,20.9,12.1,3.3,False,Multi-Vendor,2024-11-29
POL-2020227,INS-10227,Back-Office/ERP,18.4,8.4,3.8,False,Single Vendor,2024-02-28
POL-2020228,INS-10228,Core Banking Platform,3.8,1.6,44.1,True,Single Vendor,2024-05-05
POL-2020228,INS-10228,Back-Office/ERP,39.1,12.3,6.7,True,None,2023-04-03
POL-2020228,INS-10228,Email & Productivity,18.6,11.0,2.8,False,Single Vendor,2023-03-20
POL-2020228,INS-10228,Payment Processing,4.7,1.2,23.0,False,None,2023-01-09
POL-2020228,INS-10228,Customer Digital Channels,7.2,5.4,26.8,True,Multi-Vendor,2024-01-18
POL-2020229,INS-10229,Trading/OMS,2.4,0.4,52.4,True,Single Vendor,2023-11-22
POL-2020229,INS-10229,Back-Office/ERP,25.9,8.1,4.3,False,None,2023-12-24
POL-2020229,INS-10229,Market Data Infrastructure,3.3,1.8,16.1,True,Multi-Vendor,2024-06-23
POL-2020229,INS-10229,Email & Productivity,26.9,13.2,2.1,False,Single Vendor,2024-10-15
POL-2020229,INS-10229,Settlement & Clearing,7.7,1.5,15.5,True,None,2024-05-15
POL-2020230,INS-10230,Email & Productivity,37.5,15.4,4.1,False,Single Vendor,2023-12-18
POL-2020230,INS-10230,Back-Office/ERP,42.4,7.4,5.9,False,Multi-Vendor,2023-03-01
POL-2020231,INS-10231,Payment Processing,5.3,0.9,34.8,False,Multi-Vendor,2023-11-07
POL-2020231,INS-10231,Customer Digital Channels,11.3,3.0,22.3,False,Multi-Vendor,2023-03-19
POL-2020231,INS-10231,Email & Productivity,36.6,10.6,2.6,False,Multi-Vendor,2024-01-20
POL-2020231,INS-10231,Back-Office/ERP,35.1,7.0,6.4,True,Multi-Vendor,2023-04-24
POL-2020232,INS-10232,Trading/OMS,1.5,0.4,31.2,True,Single Vendor,2024-09-27
POL-2020232,INS-10232,Back-Office/ERP,33.3,12.0,4.6,True,Multi-Vendor,2023-07-30
POL-2020232,INS-10232,Market Data Infrastructure,2.2,1.8,9.8,False,None,2024-08-24
POL-2020232,INS-10232,Email & Productivity,25.5,9.0,1.8,True,Multi-Vendor,2024-08-08
POL-2020232,INS-10232,Settlement & Clearing,4.6,1.0,20.4,True,Multi-Vendor,2023-02-12
POL-2020233,INS-10233,Email & Productivity,42.4,10.9,3.7,False,None,2024-06-29
POL-2020233,INS-10233,Back-Office/ERP,37.9,9.0,5.2,True,Single Vendor,2024-01-30
POL-2020234,INS-10234,Core Banking Platform,5.1,0.9,46.4,True,None,2024-12-21
POL-2020234,INS-10234,Back-Office/ERP,34.6,14.8,6.3,False,None,2023-11-16
POL-2020234,INS-10234,Email & Productivity,19.3,11.6,2.1,False,None,2024-12-06
POL-2020234,INS-10234,Payment Processing,7.1,1.8,30.7,False,Single Vendor,2024-08-11
POL-2020234,INS-10234,Customer Digital Channels,6.7,3.5,25.0,False,None,2023-02-23
POL-2020235,INS-10235,Core Banking Platform,7.6,1.0,21.3,False,Multi-Vendor,2023-04-15
POL-2020235,INS-10235,Back-Office/ERP,27.1,5.9,6.3,True,Multi-Vendor,2023-11-18
POL-2020235,INS-10235,Email & Productivity,32.1,18.4,2.8,True,None,2023-10-30
POL-2020235,INS-10235,Payment Processing,4.6,1.0,36.5,True,None,2023-10-30
POL-2020235,INS-10235,Customer Digital Channels,12.8,4.7,17.1,False,None,2023-07-21
POL-2020236,INS-10236,Trading/OMS,1.4,0.4,49.4,True,Single Vendor,2024-10-18
POL-2020236,INS-10236,Back-Office/ERP,32.9,10.1,6.3,True,None,2023-02-25
POL-2020236,INS-10236,Market Data Infrastructure,2.7,1.2,10.9,False,Single Vendor,2023-08-17
POL-2020236,INS-10236,Email & Productivity,42.4,17.4,2.0,True,None,2023-11-11
POL-2020236,INS-10236,Settlement & Clearing,6.2,1.3,31.2,True,Single Vendor,2024-03-27
POL-2020237,INS-10237,Core Banking Platform,7.6,1.5,41.5,False,Multi-Vendor,2024-12-30
POL-2020237,INS-10237,Back-Office/ERP,18.6,11.4,6.0,True,None,2024-09-23
POL-2020237,INS-10237,Email & Productivity,32.3,17.7,4.0,False,Multi-Vendor,2024-02-22
POL-2020237,INS-10237,Payment Processing,3.8,0.8,34.6,True,Multi-Vendor,2023-11-07
POL-2020237,INS-10237,Customer Digital Channels,14.2,7.2,22.3,False,Single Vendor,2023-11-24
POL-2020238,INS-10238,Trading/OMS,3.6,0.8,30.1,True,Multi-Vendor,2024-12-25
POL-2020238,INS-10238,Back-Office/ERP,40.6,7.5,3.9,False,Multi-Vendor,2023-11-09
POL-2020238,INS-10238,Market Data Infrastructure,2.4,1.1,12.9,True,Single Vendor,2023-05-03
POL-2020238,INS-10238,Email & Productivity,22.1,13.0,1.8,False,Multi-Vendor,2023-07-08
POL-2020238,INS-10238,Settlement & Clearing,5.3,1.7,32.2,False,None,2023-05-25
POL-2020239,INS-10239,Trading/OMS,3.5,0.6,53.3,True,Multi-Vendor,2024-09-04
POL-2020239,INS-10239,Back-Office/ERP,25.8,6.2,5.7,True,None,2023-02-26
POL-2020239,INS-10239,Market Data Infrastructure,3.1,1.7,16.4,True,Multi-Vendor,2023-03-26
POL-2020239,INS-10239,Email & Productivity,21.7,21.7,3.3,False,Multi-Vendor,2023-04-16
POL-2020239,INS-10239,Settlement & Clearing,7.0,1.7,21.0,True,None,2024-12-12
POL-2020240,INS-10240,Core Banking Platform,3.2,0.9,23.6,True,Multi-Vendor,2024-01-25
POL-2020240,INS-10240,Back-Office/ERP,24.4,10.4,6.6,False,None,2023-01-18
POL-2020240,INS-10240,Email & Productivity,44.0,19.6,1.9,True,Multi-Vendor,2024-06-23
POL-2020240,INS-10240,Payment Processing,4.6,1.6,21.1,False,None,2024-11-11
POL-2020240,INS-10240,Customer Digital Channels,13.9,7.6,17.7,True,Multi-Vendor,2023-05-07
POL-2020241,INS-10241,Payment Processing,6.5,0.9,34.6,False,None,2024-03-03
POL-2020241,INS-10241,Customer Digital Channels,5.8,3.6,23.4,False,None,2023-06-05
POL-2020241,INS-10241,Email & Productivity,39.0,18.4,2.9,False,Multi-Vendor,2024-05-26
POL-2020241,INS-10241,Back-Office/ERP,37.9,13.6,6.9,True,Multi-Vendor,2024-02-16
POL-2020242,INS-10242,Core Banking Platform,7.4,1.7,40.5,True,Single Vendor,2024-09-25
POL-2020242,INS-10242,Trading/OMS,2.9,0.4,33.0,True,Single Vendor,2023-05-30
POL-2020242,INS-10242,Back-Office/ERP,42.4,14.0,5.5,True,None,2024-10-08
POL-2020242,INS-10242,Market Data Infrastructure,2.5,0.7,12.9,True,Multi-Vendor,2024-12-26
POL-2020242,INS-10242,Email & Productivity,29.9,16.0,4.0,True,None,2023-01-12
POL-2020242,INS-10242,Payment Processing,3.4,1.4,26.8,True,None,2023-05-23
POL-2020242,INS-10242,Customer Digital Channels,15.9,7.3,19.0,False,Multi-Vendor,2024-10-10
POL-2020242,INS-10242,Settlement & Clearing,8.0,1.4,18.3,False,Multi-Vendor,2023-12-27
POL-2020243,INS-10243,Email & Productivity,34.1,11.9,3.3,False,None,2024-07-18
POL-2020243,INS-10243,Back-Office/ERP,46.0,13.8,4.1,False,None,2024-12-21
POL-2020244,INS-10244,Core Banking Platform,4.3,0.8,29.0,True,None,2023-02-01
POL-2020244,INS-10244,Back-Office/ERP,19.7,10.8,5.8,True,Multi-Vendor,2024-11-07
POL-2020244,INS-10244,Email & Productivity,40.2,9.3,2.6,False,Single Vendor,2024-07-26
POL-2020244,INS-10244,Payment Processing,4.3,0.8,26.7,True,Single Vendor,2023-05-12
POL-2020244,INS-10244,Customer Digital Channels,8.7,6.1,26.1,True,None,2024-07-23
POL-2020245,INS-10245,Core Banking Platform,5.2,1.7,25.1,False,None,2023-05-29
POL-2020245,INS-10245,Back-Office/ERP,44.7,7.2,3.8,False,None,2023-10-30
POL-2020245,INS-10245,Email & Productivity,20.1,13.2,3.1,True,Multi-Vendor,2023-02-15
POL-2020245,INS-10245,Payment Processing,7.9,1.7,27.1,True,Multi-Vendor,2024-10-19
POL-2020245,INS-10245,Customer Digital Channels,11.6,6.0,25.2,True,None,2024-10-08
POL-2020246,INS-10246,Core Banking Platform,6.6,1.4,39.7,False,Single Vendor,2023-01-17
POL-2020246,INS-10246,Back-Office/ERP,40.1,7.0,3.8,False,None,2023-10-22
POL-2020246,INS-10246,Email & Productivity,38.3,21.7,2.8,False,None,2023-07-06
POL-2020246,INS-10246,Payment Processing,7.9,1.0,28.0,True,Single Vendor,2024-01-03
POL-2020246,INS-10246,Customer Digital Channels,9.5,7.6,16.6,False,Single Vendor,2023-09-27
POL-2020247,INS-10247,Core Banking Platform,5.2,0.9,35.6,False,Single Vendor,2024-12-10
POL-2020247,INS-10247,Back-Office/ERP,43.6,8.8,6.2,False,Single Vendor,2023-02-12
POL-2020247,INS-10247,Email & Productivity,45.2,9.5,3.6,False,None,2023-09-21
POL-2020247,INS-10247,Payment Processing,4.1,0.9,32.4,False,Multi-Vendor,2024-05-29
POL-2020247,INS-10247,Customer Digital Channels,12.9,4.9,12.6,False,Multi-Vendor,2024-06-01
POL-2020248,INS-10248,Trading/OMS,3.8,0.8,36.8,True,Single Vendor,2024-12-05
POL-2020248,INS-10248,Back-Office/ERP,32.3,5.9,4.4,True,None,2023-04-07
POL-2020248,INS-10248,Market Data Infrastructure,2.8,1.4,11.5,False,Single Vendor,2024-10-04
POL-2020248,INS-10248,Email & Productivity,41.0,13.1,3.2,False,Single Vendor,2023-05-18
POL-2020248,INS-10248,Settlement & Clearing,4.2,1.3,19.2,True,Multi-Vendor,2024-05-18
POL-2020249,INS-10249,Core Banking Platform,6.1,1.3,21.5,False,Multi-Vendor,2024-03-29
POL-2020249,INS-10249,Back-Office/ERP,17.7,10.5,3.7,False,Single Vendor,2023-12-22
POL-2020249,INS-10249,Email & Productivity,35.1,14.8,3.4,False,Multi-Vendor,2024-09-30
POL-2020249,INS-10249,Payment Processing,7.8,1.4,36.9,False,None,2023-07-30
POL-2020249,INS-10249,Customer Digital Channels,13.4,7.6,15.4,True,None,2024-03-02
POL-2020250,INS-10250,Core Banking Platform,7.1,1.9,32.0,False,None,2024-08-28
POL-2020250,INS-10250,Back-Office/ERP,26.6,15.5,5.5,True,None,2023-04-11
POL-2020250,INS-10250,Email & Productivity,28.7,20.8,2.5,False,None,2024-07-23
POL-2020250,INS-10250,Payment Processing,3.7,1.4,31.6,True,Single Vendor,2024-05-08
POL-2020250,INS-10250,Customer Digital Channels,14.2,5.2,25.0,False,Single Vendor,2024-11-12
POL-2020251,INS-10251,Core Banking Platform,4.4,1.4,26.8,False,None,2024-08-14
POL-2020251,INS-10251,Back-Office/ERP,28.8,14.5,3.9,False,None,2024-06-05
POL-2020251,INS-10251,Email & Productivity,42.1,12.8,1.9,True,Single Vendor,2023-05-05
POL-2020251,INS-10251,Payment Processing,3.4,1.7,24.3,False,Multi-Vendor,2023-09-20
POL-2020251,INS-10251,Customer Digital Channels,12.4,6.4,17.5,False,Multi-Vendor,2024-08-23
POL-2020252,INS-10252,Email & Productivity,31.6,14.7,4.1,False,Single Vendor,2023-09-09
POL-2020252,INS-10252,Back-Office/ERP,26.8,7.5,4.5,False,Multi-Vendor,2024-08-06
POL-2020253,INS-10253,Payment Processing,6.3,1.6,40.2,True,None,2024-08-26
POL-2020253,INS-10253,Customer Digital Channels,14.8,4.3,19.3,False,None,2023-09-23
POL-2020253,INS-10253,Email & Productivity,40.1,22.7,2.6,False,Multi-Vendor,2023-02-18
POL-2020253,INS-10253,Back-Office/ERP,30.7,15.0,4.4,False,None,2023-11-12
POL-2020254,INS-10254,Core Banking Platform,5.3,1.9,43.5,False,Multi-Vendor,2023-09-03
POL-2020254,INS-10254,Trading/OMS,2.0,0.6,39.7,True,None,2024-02-23
POL-2020254,INS-10254,Back-Office/ERP,45.3,16.0,6.1,False,Multi-Vendor,2023-02-27
POL-2020254,INS-10254,Market Data Infrastructure,2.7,0.7,17.4,False,Single Vendor,2023-08-15
POL-2020254,INS-10254,Email & Productivity,28.9,18.3,3.3,True,Multi-Vendor,2024-02-08
POL-2020254,INS-10254,Payment Processing,5.3,1.9,18.6,False,Multi-Vendor,2023-09-19
POL-2020254,INS-10254,Customer Digital Channels,13.0,4.9,23.4,False,Multi-Vendor,2024-02-18
POL-2020254,INS-10254,Settlement & Clearing,6.3,0.7,20.7,False,Multi-Vendor,2024-02-28
POL-2020255,INS-10255,Email & Productivity,22.7,11.0,3.5,False,Single Vendor,2024-01-25
POL-2020255,INS-10255,Back-Office/ERP,24.3,10.5,4.0,False,None,2024-08-30
POL-2020256,INS-10256,Core Banking Platform,5.8,1.6,30.3,False,Single Vendor,2024-11-10
POL-2020256,INS-10256,Back-Office/ERP,35.6,14.2,3.4,False,Multi-Vendor,2024-11-10
POL-2020256,INS-10256,Email & Productivity,39.0,13.4,2.1,True,None,2024-06-22
POL-2020256,INS-10256,Payment Processing,5.6,1.0,37.7,False,Multi-Vendor,2024-07-03
POL-2020256,INS-10256,Customer Digital Channels,6.0,3.3,20.3,False,None,2024-06-23
POL-2020257,INS-10257,Email & Productivity,35.2,19.8,2.4,True,None,2024-01-18
POL-2020257,INS-10257,Back-Office/ERP,43.1,15.5,5.0,True,Single Vendor,2024-06-06
POL-2020258,INS-10258,Core Banking Platform,6.8,1.4,22.9,False,Single Vendor,2024-07-02
POL-2020258,INS-10258,Back-Office/ERP,27.0,6.5,7.0,False,Multi-Vendor,2024-03-08
POL-2020258,INS-10258,Email & Productivity,23.9,18.3,2.5,False,Single Vendor,2024-10-16
POL-2020258,INS-10258,Payment Processing,6.2,1.0,36.8,False,None,2024-09-17
POL-2020258,INS-10258,Customer Digital Channels,6.8,7.5,25.4,False,Single Vendor,2023-11-28
POL-2020259,INS-10259,Core Banking Platform,6.3,0.8,26.8,False,None,2024-05-06
POL-2020259,INS-10259,Back-Office/ERP,43.6,6.9,3.6,False,Multi-Vendor,2023-10-15
POL-2020259,INS-10259,Email & Productivity,33.8,12.7,2.3,False,Multi-Vendor,2024-05-01
POL-2020259,INS-10259,Payment Processing,5.8,1.2,21.4,True,None,2023-08-25
POL-2020259,INS-10259,Customer Digital Channels,11.2,4.8,23.8,True,None,2023-03-25
POL-2020260,INS-10260,Core Banking Platform,3.3,1.5,33.2,False,Single Vendor,2023-12-19
POL-2020260,INS-10260,Back-Office/ERP,29.5,8.0,3.1,False,Multi-Vendor,2023-12-04
POL-2020260,INS-10260,Email & Productivity,43.2,13.5,3.4,False,None,2024-05-30
POL-2020260,INS-10260,Payment Processing,7.7,1.4,27.5,False,Single Vendor,2023-10-09
POL-2020260,INS-10260,Customer Digital Channels,8.4,7.7,22.9,False,Single Vendor,2023-10-11
POL-2020261,INS-10261,Core Banking Platform,6.3,1.3,44.7,True,Multi-Vendor,2023-03-07
POL-2020261,INS-10261,Back-Office/ERP,39.1,8.5,5.4,False,Single Vendor,2024-06-23
POL-2020261,INS-10261,Email & Productivity,30.2,8.5,3.7,True,None,2024-03-14
POL-2020261,INS-10261,Payment Processing,3.4,1.4,26.1,True,None,2024-10-29
POL-2020261,INS-10261,Customer Digital Channels,9.2,5.3,28.0,True,Multi-Vendor,2024-09-25
POL-2020262,INS-10262,Core Banking Platform,4.9,0.9,38.2,False,Single Vendor,2023-12-09
POL-2020262,INS-10262,Back-Office/ERP,24.2,6.7,3.2,True,Multi-Vendor,2024-02-21
POL-2020262,INS-10262,Email & Productivity,17.5,15.1,2.8,True,Single Vendor,2023-03-15
POL-2020262,INS-10262,Payment Processing,3.8,1.7,21.1,False,Multi-Vendor,2024-03-22
POL-2020262,INS-10262,Customer Digital Channels,15.1,5.9,12.4,True,None,2024-09-18
POL-2020263,INS-10263,Payment Processing,7.8,1.1,28.8,False,Multi-Vendor,2024-09-05
POL-2020263,INS-10263,Customer Digital Channels,8.6,6.6,19.8,False,Multi-Vendor,2023-01-09
POL-2020263,INS-10263,Email & Productivity,20.9,10.0,3.5,False,None,2024-08-02
POL-2020263,INS-10263,Back-Office/ERP,24.2,7.0,5.0,False,Single Vendor,2024-05-31
POL-2020264,INS-10264,Trading/OMS,3.5,0.5,37.0,False,None,2023-04-23
POL-2020264,INS-10264,Back-Office/ERP,42.8,7.1,5.5,True,None,2023-02-08
POL-2020264,INS-10264,Market Data Infrastructure,3.9,1.8,9.7,True,Multi-Vendor,2023-12-02
POL-2020264,INS-10264,Email & Productivity,26.8,10.6,4.1,False,Multi-Vendor,2024-10-16
POL-2020264,INS-10264,Settlement & Clearing,7.9,1.0,28.4,True,Single Vendor,2023-05-29
POL-2020265,INS-10265,Core Banking Platform,7.2,1.0,26.3,True,Single Vendor,2024-07-08
POL-2020265,INS-10265,Back-Office/ERP,17.1,9.9,6.6,False,None,2023-11-09
POL-2020265,INS-10265,Email & Productivity,45.0,10.4,2.3,False,Multi-Vendor,2023-06-21
POL-2020265,INS-10265,Payment Processing,4.9,1.7,32.7,False,Single Vendor,2024-07-20
POL-2020265,INS-10265,Customer Digital Channels,10.9,5.9,13.5,True,Multi-Vendor,2024-06-16
POL-2020266,INS-10266,Core Banking Platform,5.3,2.0,23.5,False,Single Vendor,2024-11-01
POL-2020266,INS-10266,Back-Office/ERP,33.0,8.7,5.2,False,None,2024-10-10
POL-2020266,INS-10266,Email & Productivity,34.7,17.4,3.8,False,None,2023-10-09
POL-2020266,INS-10266,Payment Processing,4.8,1.4,18.3,True,None,2023-07-21
POL-2020266,INS-10266,Customer Digital Channels,13.8,4.1,25.1,False,Multi-Vendor,2023-01-06
POL-2020267,INS-10267,Payment Processing,4.2,0.7,21.7,True,Single Vendor,2023-08-13
POL-2020267,INS-10267,Customer Digital Channels,15.9,4.5,13.7,False,None,2024-01-19
POL-2020267,INS-10267,Email & Productivity,20.5,13.2,1.9,False,Multi-Vendor,2024-02-13
POL-2020267,INS-10267,Back-Office/ERP,32.8,7.8,5.1,False,Multi-Vendor,2024-05-12
POL-2020268,INS-10268,Trading/OMS,1.8,0.6,48.5,True,Single Vendor,2023-12-01
POL-2020268,INS-10268,Back-Office/ERP,18.7,9.7,4.2,True,Single Vendor,2023-01-17
POL-2020268,INS-10268,Market Data Infrastructure,2.0,1.5,16.1,True,Multi-Vendor,2023-06-07
POL-2020268,INS-10268,Email & Productivity,36.5,10.9,2.5,False,None,2024-09-21
POL-2020268,INS-10268,Settlement & Clearing,3.9,1.4,24.2,False,Single Vendor,2023-10-01
POL-2020269,INS-10269,Core Banking Platform,4.5,1.7,23.6,False,Single Vendor,2024-10-10
POL-2020269,INS-10269,Back-Office/ERP,47.2,6.8,6.1,False,Single Vendor,2023-05-20
POL-2020269,INS-10269,Email & Productivity,28.3,21.9,2.0,True,Single Vendor,2023-07-31
POL-2020269,INS-10269,Payment Processing,4.7,1.1,41.8,True,Multi-Vendor,2023-11-03
POL-2020269,INS-10269,Customer Digital Channels,15.8,3.8,22.1,False,None,2023-04-20
POL-2020270,INS-10270,Trading/OMS,2.8,0.5,33.0,True,None,2024-12-28
POL-2020270,INS-10270,Back-Office/ERP,47.7,10.3,3.5,False,Single Vendor,2024-02-23
POL-2020270,INS-10270,Market Data Infrastructure,2.0,1.0,15.1,True,Multi-Vendor,2024-11-30
POL-2020270,INS-10270,Email & Productivity,27.3,15.5,2.2,True,Multi-Vendor,2024-01-09
POL-2020270,INS-10270,Settlement & Clearing,4.5,0.8,32.8,False,None,2023-03-29
POL-2020271,INS-10271,Core Banking Platform,3.8,1.7,30.8,False,Single Vendor,2023-11-25
POL-2020271,INS-10271,Back-Office/ERP,31.6,8.6,5.8,False,Multi-Vendor,2024-11-03
POL-2020271,INS-10271,Email & Productivity,43.1,12.9,2.4,True,None,2023-01-21
POL-2020271,INS-10271,Payment Processing,6.3,1.0,33.4,False,Single Vendor,2023-12-15
POL-2020271,INS-10271,Customer Digital Channels,6.6,6.0,20.2,False,Multi-Vendor,2023-05-23
POL-2020272,INS-10272,Payment Processing,3.4,1.5,28.7,True,None,2024-01-31
POL-2020272,INS-10272,Customer Digital Channels,7.9,4.6,19.9,True,Single Vendor,2023-08-11
POL-2020272,INS-10272,Email & Productivity,19.7,23.3,3.4,False,Single Vendor,2024-02-12
POL-2020272,INS-10272,Back-Office/ERP,20.0,14.2,4.3,False,Multi-Vendor,2023-10-01
POL-2020273,INS-10273,Core Banking Platform,5.9,1.1,41.5,True,Single Vendor,2023-01-03
POL-2020273,INS-10273,Back-Office/ERP,39.4,11.3,4.0,False,Multi-Vendor,2023-01-23
POL-2020273,INS-10273,Email & Productivity,24.7,14.4,2.1,False,Single Vendor,2023-03-26
POL-2020273,INS-10273,Payment Processing,4.6,1.6,37.9,False,Multi-Vendor,2024-12-14
POL-2020273,INS-10273,Customer Digital Channels,9.1,4.0,25.3,False,None,2024-09-13
POL-2020274,INS-10274,Core Banking Platform,7.4,1.2,21.8,False,Single Vendor,2024-05-09
POL-2020274,INS-10274,Back-Office/ERP,38.5,13.8,3.1,True,None,2023-06-06
POL-2020274,INS-10274,Email & Productivity,35.4,17.6,2.7,False,Multi-Vendor,2023-10-11
POL-2020274,INS-10274,Payment Processing,6.7,1.3,34.2,True,Single Vendor,2024-09-10
POL-2020274,INS-10274,Customer Digital Channels,11.0,4.1,21.7,False,Single Vendor,2023-07-30
POL-2020275,INS-10275,Payment Processing,6.6,2.0,27.1,False,Single Vendor,2023-10-10
POL-2020275,INS-10275,Customer Digital Channels,6.3,7.9,22.0,False,None,2024-06-16
