policy_id,insured_id,sub_sector,primary_regulator,region,policy_year,cloud_provider_primary,core_banking_vendor,premium_usd,n_claims,had_claim,total_loss,bi_loss,log_revenue,exposure_size_score,cyber_control_score,control_gap_score,vendor_control_pressure,vendor_pressure_band,regulatory_findings_pressure,high_sev_rate,critical_operations_score,payment_trading_flag,coverage_structure_score,limit_to_revenue,retention_ratio,prior_incident_score,repeat_offender,hybrid_cloud_flag,core_banking_vendor_missing,exposure_years,loss_ratio,bi_share_of_loss,limit_mm,retention_mm
POL-2020315,INS-10315,Broker-Dealer,FINRA,Midwest,2021,On-Prem,Unknown,472320,0.0,0,0.0,0.0,5.5254529391317835,-0.6150563451942285,0.8842500000000001,0.11574999999999991,3.076923076923077,Low,0.0,0.0,1,0,-0.2440992038952009,0.04,0.0299,0.6931471805599453,0,0,1,0.999315537303217,0.0,0.0,10,0.299
POL-2020316,INS-10316,Fintech-Lending,SEC,Northeast,2024,On-Prem,Unknown,12749118,0.0,0,0.0,0.0,6.426002902701853,-0.07978702020131141,0.60425,0.39575000000000005,145.625,Extreme,0.6931471805599453,0.0,0,0,0.8679572763684913,0.8107669855683476,0.010994,0.6931471805599453,0,0,1,0.999315537303217,0.0,0.0,500,5.497
POL-2020317,INS-10317,Hedge Fund,State,Northeast,2023,GCP,Unknown,614010,0.0,0,0.0,0.0,5.740435792304236,-0.46917087360478127,0.76225,0.23775000000000002,10.909090909090908,Moderate,0.0,0.0,1,0,0.1364081392289646,0.032237266279819474,0.0128,0.0,0,0,1,0.999315537303217,0.0,0.0,10,0.128
POL-2020318,INS-10318,Fintech-Payments,SEC,Midwest,2022,Hybrid,Unknown,9940426,0.0,0,0.0,0.0,5.991464547107982,-0.22511990188926592,0.44525000000000003,0.55475,27.857142857142854,Extreme,3.0036377824264293,0.5,1,0,0.10947930574098819,1.2531328320802004,0.045079999999999995,0.0,0,1,1,0.999315537303217,0.0,0.0,500,22.54
POL-2020319,INS-10319,Regional Bank,OCC,Southeast,2021,On-Prem,Finastra,1080441,0.0,0,0.0,0.0,5.978125982668802,-0.06861332574391354,0.5395000000000001,0.4604999999999999,7.0,Low,2.176015256763321,0.3333333333333333,1,0,-0.09058841715590277,0.06350012700025401,0.03,0.0,0,0,0,0.999315537303217,0.0,0.0,25,0.75
POL-2020320,INS-10320,Fintech-Lending,SEC,National,2021,GCP,Unknown,335079,0.0,0,0.0,0.0,5.418320158942733,-0.48827336360307294,0.6104999999999999,0.38950000000000007,6.486486486486486,Low,0.0,0.0,0,0,0.18688331046551382,0.022271714922048998,0.0056,1.0986122886681098,1,0,1,0.999315537303217,0.0,0.0,5,0.028
POL-2020321,INS-10321,Insurance Carrier,FINRA,Southwest,2024,Hybrid,Unknown,4955848,1.0,1,520873.0,27887.0,8.178694903738998,0.8831101101486537,0.8315,0.16849999999999998,6.75,Low,0.6931471805599453,0.0,0,0,0.05407614100911595,0.0028064660978895377,0.0165,0.0,0,1,1,0.999315537303217,0.10510269887212037,0.053538962472618086,10,0.165
POL-2020322,INS-10322,Regional Bank,FRB,Northeast,2021,Hybrid,Jack Henry,410836,1.0,1,67555.0,15366.0,6.922052583682961,0.46612957051517934,0.8285000000000001,0.17149999999999987,7.1875,Low,0.7797905781299385,0.0,1,0,-0.9777481085892301,0.0009867771857114663,0.049,0.0,0,1,0,0.999315537303217,0.16443300976545386,0.2274591073939753,1,0.049
POL-2020323,INS-10323,Insurance Carrier,FRB,Northeast,2022,Hybrid,Unknown,2139271,0.0,0,0.0,0.0,8.309455360251876,1.0986529871109518,0.45525000000000004,0.54475,23.928571428571427,Extreme,1.2817143367794614,0.0,0,0,-0.5038062377833865,0.0004924774075989265,0.031,0.0,0,1,1,0.999315537303217,0.0,0.0,2,0.062
POL-2020324,INS-10324,National Bank,OCC,Southeast,2023,On-Prem,In-House,59955892,0.0,0,0.0,0.0,9.052773864847754,1.789112346390006,0.6519999999999999,0.3480000000000001,6.333333333333333,Low,0.6931471805599453,0.0,1,0,-0.19915480045693512,0.011707956727391935,0.045919999999999996,0.0,0,0,0,0.999315537303217,0.0,0.0,100,4.592
POL-2020325,INS-10325,Broker-Dealer,FINRA,West,2021,Azure,Unknown,1422382,0.0,0,0.0,0.0,6.290642784698189,-0.04964034902692069,0.559,0.44099999999999995,16.956521739130434,High,0.7797905781299385,0.0,1,0,0.07518390954420912,0.027855153203342618,0.018600000000000002,0.0,0,0,1,0.999315537303217,0.0,0.0,15,0.279
POL-2020326,INS-10326,Community Bank,State,West,2021,Azure,FIS,835157,0.0,0,0.0,0.0,5.093750200806762,-0.45313377976154107,0.7052500000000002,0.29474999999999985,48.5,Extreme,0.0,0.0,1,0,0.5912323824536121,0.6172839506172839,0.0104,0.0,0,0,0,0.999315537303217,0.0,0.0,100,1.04
POL-2020327,INS-10327,Credit Union,NCUA,Southwest,2021,GCP,Fiserv,24961,0.0,0,0.0,0.0,4.021773869387265,-1.2611082631593782,0.77375,0.22624999999999995,18.333333333333332,High,0.8109822012551361,0.0,1,0,-0.6039397491318511,0.03649635036496351,0.0355,0.0,0,0,0,0.999315537303217,0.0,0.0,2,0.071
POL-2020328,INS-10328,Custodian Bank,FRB,Northeast,2021,Azure,Jack Henry,36680151,0.0,0,0.0,0.0,8.66345569839449,1.5438387558673845,0.8605000000000002,0.13949999999999985,10.232558139534884,Moderate,1.3862943611198906,0.0,1,0,0.1995990936240617,0.017281603732826407,0.027999999999999997,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,100,2.8
POL-2020329,INS-10329,Community Bank,NCUA,National,2020,Azure,Temenos,19922,0.0,0,0.0,0.0,4.231203744939298,-1.0065448610107877,0.5475,0.4525,29.615384615384613,Extreme,0.0,0.0,1,0,-0.8887405429461503,0.014749262536873156,0.045,0.0,0,0,0,0.999315537303217,0.0,0.0,1,0.045
POL-2020330,INS-10330,National Bank,OCC,Southwest,2024,AWS,FIS,93925008,0.0,0,0.0,0.0,9.91787357569883,2.1671770786581877,0.84075,0.15925,9.761904761904763,Moderate,0.0,0.0,1,0,-0.3896182624991339,0.0024644138638066325,0.048920000000000005,0.0,0,0,0,0.999315537303217,0.0,0.0,50,2.446
POL-2020331,INS-10331,Credit Union,NCUA,Southeast,2020,AWS,In-House,267980,0.0,0,0.0,0.0,4.399375273008495,-1.236929149387479,0.817,0.18300000000000005,4.081632653061225,Low,1.0986122886681098,0.0,1,0,-0.008665881546752852,0.6218905472636815,0.0318,0.0,0,0,0,0.999315537303217,0.0,0.0,50,1.59
POL-2020332,INS-10332,Regional Bank,State,National,2024,Hybrid,Fiserv,1347419,0.0,0,0.0,0.0,6.501740019568492,0.464624644444317,0.61025,0.38975000000000004,21.379310344827587,High,0.7000786523655448,0.0,1,0,0.05589893698820858,0.022546219750488504,0.019466666666666667,1.0986122886681098,1,1,0,0.999315537303217,0.0,0.0,15,0.292
POL-2020333,INS-10333,Regional Bank,SEC,National,2021,GCP,Jack Henry,1324418,1.0,1,1923956.0,1232800.0,6.540741357248225,0.2490657941764708,0.8252500000000002,0.17474999999999985,1.25,Low,1.1961141292874042,0.0,1,0,-0.5523194282395023,0.021682567215958373,0.046799999999999994,0.0,0,0,0,0.999315537303217,1.4526803471411593,0.6407630943742996,15,0.702
POL-2020334,INS-10334,Hedge Fund,State,National,2023,Hybrid,Unknown,370044,0.0,0,0.0,0.0,5.69608626802173,-0.4980229655589559,0.9462499999999999,0.053750000000000075,7.446808510638299,Low,0.0,0.0,1,0,-0.6052840237578951,0.016852039096730706,0.0412,0.0,0,1,1,0.999315537303217,0.0,0.0,5,0.206
POL-2020335,INS-10335,Community Bank,SEC,Southwest,2022,On-Prem,Temenos,241884,0.0,0,0.0,0.0,4.509760001183433,-0.9931921122150893,0.6075,0.39249999999999996,5.357142857142857,Low,0.0,0.0,1,0,-0.527615564463424,0.27808676307007785,0.049640000000000004,0.0,0,0,0,0.999315537303217,0.0,0.0,25,1.241
POL-2020336,INS-10336,Broker-Dealer,FINRA,Northeast,2023,GCP,Unknown,1543084,1.0,1,2054050.0,473233.0,5.925591802957274,-0.44907797628664464,0.7672500000000001,0.2327499999999999,2.6666666666666665,Low,0.0,0.0,1,0,0.35359491062058135,0.13386880856760375,0.01552,0.0,0,0,1,0.999315537303217,1.3311329778547376,0.23039020471750932,50,0.776
POL-2020337,INS-10337,Fintech-Lending,SEC,Northeast,2024,AWS,Unknown,435857,0.0,0,0.0,0.0,4.930870325627393,-0.9440682964316722,0.6799999999999999,0.32000000000000006,3.888888888888889,Low,0.0,0.0,0,0,-0.4893423112368996,0.18181818181818182,0.04792,0.0,0,0,1,0.999315537303217,0.0,0.0,25,1.198
POL-2020338,INS-10338,Investment Bank,FDIC,West,2024,On-Prem,In-House,93120353,1.0,1,640377.0,208175.0,8.899485198557949,1.639827610876929,0.7607499999999999,0.23925000000000007,15.294117647058824,High,0.0,0.0,1,0,0.3308552614149648,0.03411944535429632,0.029508,1.0986122886681098,1,0,0,0.999315537303217,0.006876874704287257,0.32508194391741113,250,7.377
POL-2020339,INS-10339,Community Bank,FRB,Northeast,2023,On-Prem,Other,69995,0.0,0,0.0,0.0,3.9852734671677386,-1.1967006328235454,0.6125,0.38749999999999996,4.8,Low,0.7797905781299385,0.0,1,0,0.020698303892961123,0.1893939393939394,0.018,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,10,0.18
POL-2020340,INS-10340,Custodian Bank,FDIC,Southwest,2021,Azure,Fiserv,3834302,0.0,0,0.0,0.0,8.267705664762426,1.2570471199567355,0.8370000000000001,0.16299999999999992,4.7368421052631575,Low,0.0,0.0,1,0,-0.34716208339296417,0.0012836970474967907,0.029599999999999998,0.0,0,0,0,0.999315537303217,0.0,0.0,5,0.148
POL-2020341,INS-10341,Credit Union,NCUA,West,2020,GCP,Jack Henry,81764,1.0,1,13796.0,0.0,4.192680462942962,-1.2855645600955476,0.7217499999999999,0.2782500000000001,11.38888888888889,Moderate,0.0,0.0,1,0,-0.6735607081230602,0.15337423312883436,0.0492,0.6931471805599453,0,0,0,0.999315537303217,0.16872951421163349,0.0,10,0.492
POL-2020342,INS-10342,Regional Bank,OCC,Southwest,2024,Azure,Fiserv,2687000,1.0,1,3353255.0,779963.0,6.967626676019528,0.4184628312503908,0.76825,0.23175,4.814814814814815,Low,2.575905378850778,0.2,1,0,-0.17069522623467442,0.023569341001225604,0.0336,0.0,0,0,0,0.999315537303217,1.2479549683662077,0.23259877343059207,25,0.84
POL-2020343,INS-10343,Credit Union,NCUA,Midwest,2020,Hybrid,Other,99714,0.0,0,0.0,0.0,3.8543938925915096,-1.3499325432432556,0.5885,0.4115,28.0,Extreme,0.0,0.0,1,0,-0.23122037087196862,0.5411255411255411,0.03632,0.0,0,1,0,0.999315537303217,0.0,0.0,25,0.908
POL-2020344,INS-10344,Community Bank,FRB,Midwest,2023,Azure,Temenos,57282,1.0,1,850970.0,124242.0,3.711130063048756,-1.3852970924557482,0.65675,0.34325000000000006,24.848484848484848,Extreme,0.7953863896925372,0.0,1,0,0.2543431637060452,0.2506265664160401,0.0075,0.0,0,0,0,0.999315537303217,14.85580112426242,0.14600044654923205,10,0.075
POL-2020345,INS-10345,Investment Bank,FDIC,Midwest,2023,AWS,Jack Henry,4571393,0.0,0,0.0,0.0,8.479200523906142,1.401545384901797,0.51175,0.48824999999999996,13.5,Moderate,0.0,0.0,1,0,-0.09214624668414317,0.0004155757802435274,0.0125,0.0,0,0,0,0.999315537303217,0.0,0.0,2,0.025
POL-2020346,INS-10346,Community Bank,FINRA,Southeast,2023,On-Prem,Jack Henry,32204,0.0,0,0.0,0.0,4.455509411433685,-0.8884657748355455,0.7042499999999999,0.29575000000000007,27.89473684210526,Extreme,2.1903450905694273,0.25,1,0,-0.44370271473075207,0.011750881316098707,0.025,1.0986122886681098,1,0,0,0.999315537303217,0.0,0.0,1,0.025
POL-2020347,INS-10347,Insurance Carrier,FINRA,Southwest,2024,On-Prem,Unknown,1639332,0.0,0,0.0,0.0,7.941651252930556,0.7967864231056138,0.5820000000000001,0.4179999999999999,11.538461538461538,Moderate,0.0,0.0,0,0,-0.3702948893187671,0.000711490572749911,0.025,0.6931471805599453,0,0,1,0.999315537303217,0.0,0.0,2,0.05
POL-2020348,INS-10348,Fintech-Payments,SEC,Southwest,2024,Azure,Unknown,209712,0.0,0,0.0,0.0,4.822697998516666,-0.8554052474738792,0.769,0.23099999999999998,22.307692307692307,Extreme,3.156996596125318,0.5,1,0,-0.6052840237578951,0.04055150040551501,0.0412,0.0,0,0,1,0.999315537303217,0.0,0.0,5,0.206
POL-2020349,INS-10349,Hedge Fund,OCC,Southwest,2021,AWS,Unknown,469557,1.0,1,118787.0,19094.0,6.532916364415733,0.01921197892363709,0.34225,0.6577500000000001,7.2,Low,0.0,0.0,1,0,-0.4704284006672317,0.002913752913752914,0.0295,0.6931471805599453,0,0,1,0.999315537303217,0.2529767419077982,0.1607414952814702,2,0.059
POL-2020350,INS-10350,Community Bank,FDIC,National,2023,Azure,FIS,25222,0.0,0,0.0,0.0,2.856470206220483,-1.8715200492163533,0.8590000000000001,0.1409999999999999,16.666666666666668,High,1.5855741755308748,0.0,1,0,-0.07019511433948761,0.9146341463414634,0.025133333333333334,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,15,0.377
POL-2020351,INS-10351,Community Bank,FRB,Midwest,2023,AWS,In-House,185896,0.0,0,0.0,0.0,5.271973391208435,-0.4411499950622431,0.9137500000000002,0.08624999999999983,10.465116279069768,Moderate,1.3862943611198906,0.0,1,0,-0.1424446824138809,0.025799793601651185,0.020399999999999998,0.0,0,0,0,0.999315537303217,0.0,0.0,5,0.102
POL-2020352,INS-10352,Community Bank,FINRA,National,2024,GCP,Fiserv,37801,0.0,0,0.0,0.0,4.310799125385514,-0.9314416589344754,0.8080000000000002,0.19199999999999984,11.794871794871796,Moderate,0.7797905781299385,0.0,1,0,-0.10327219238952809,0.027210884353741496,0.013,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,2,0.026
POL-2020353,INS-10353,Fintech-Lending,SEC,Northeast,2020,Azure,Unknown,216624,0.0,0,0.0,0.0,4.2456340097683265,-1.2171860251037236,0.7842500000000001,0.2157499999999999,5.882352941176471,Low,0.7875884839112379,0.0,0,0,-0.34166818955088063,0.2180232558139535,0.037333333333333336,0.0,0,0,1,0.999315537303217,0.0,0.0,15,0.56
POL-2020354,INS-10354,Community Bank,NCUA,Midwest,2022,On-Prem,Fiserv,658049,0.0,0,0.0,0.0,5.1298987149230735,-0.32372188911752603,0.8717500000000001,0.12824999999999986,2.2222222222222223,Low,1.3862943611198906,0.0,1,0,-0.3833877329041181,0.2976190476190476,0.048639999999999996,0.0,0,0,0,0.999315537303217,0.0,0.0,50,2.432
POL-2020355,INS-10355,Broker-Dealer,FINRA,West,2024,Hybrid,Unknown,3130735,0.0,0,0.0,0.0,7.546076617258303,0.4689957432537086,0.548,0.45199999999999996,29.333333333333332,Extreme,2.2295726058358913,0.3333333333333333,1,0,-0.21072136677904607,0.005284574327537917,0.028399999999999998,1.0986122886681098,1,1,1,0.999315537303217,0.0,0.0,10,0.284
POL-2020356,INS-10356,Asset Manager,SEC,National,2022,GCP,Unknown,1411606,0.0,0,0.0,0.0,7.247579035836864,0.47337290594019593,0.76825,0.23175,34.166666666666664,Extreme,0.0,0.0,2,0,0.16463141905474393,0.003562014675500463,0.0066,0.0,0,0,1,0.999315537303217,0.0,0.0,5,0.033
POL-2020357,INS-10357,Community Bank,FRB,National,2020,On-Prem,FIS,96641,1.0,1,28509.0,18591.0,3.914021008090819,-1.1964973478907124,0.5347500000000001,0.46524999999999994,12.222222222222221,Moderate,0.0,0.0,1,0,0.2710005539589844,0.30549898167006106,0.0098,0.0,0,0,0,0.999315537303217,0.2949990169803707,0.6521098600441966,15,0.147
POL-2020358,INS-10358,Investment Bank,FRB,Southeast,2023,Hybrid,In-House,61088394,0.0,0,0.0,0.0,9.314970621054266,1.7939230669410768,0.749,0.251,81.30434782608695,Extreme,2.1998185230177967,0.3333333333333333,1,0,0.3251124896147959,0.004503693028283192,0.0168,0.0,0,1,0,0.999315537303217,0.0,0.0,50,0.84
POL-2020359,INS-10359,Credit Union,NCUA,National,2022,Azure,Finastra,211828,0.0,0,0.0,0.0,4.401829261970061,-1.1514225881961564,0.97975,0.02024999999999999,23.137254901960787,Extreme,0.0,0.0,1,0,-0.5018033704269307,0.3101736972704715,0.048479999999999995,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,25,1.212
POL-2020360,INS-10360,Insurance Carrier,FDIC,Southeast,2024,GCP,Unknown,17328879,0.0,0,0.0,0.0,8.369458551381651,1.0822970095707718,0.6315,0.36850000000000005,23.79310344827586,Extreme,0.0,0.0,0,0,0.5311650040785253,0.011594740625652203,0.00754,0.0,0,0,1,0.999315537303217,0.0,0.0,50,0.377
POL-2020361,INS-10361,Investment Bank,OCC,National,2022,Hybrid,Finastra,65433023,0.0,0,0.0,0.0,8.54593612694845,1.4842713892391466,0.611,0.389,9.72972972972973,Moderate,1.5907727793850743,0.0,1,0,0.2721992756561753,0.048592753848546104,0.032144,0.6931471805599453,0,1,0,0.999315537303217,0.0,0.0,250,8.036
POL-2020362,INS-10362,Fintech-Lending,SEC,Midwest,2024,On-Prem,Unknown,632753,1.0,1,58490.0,1118.0,5.511410582008745,-0.5555056881616453,0.6460000000000001,0.35399999999999987,13.57142857142857,Moderate,0.0,0.0,0,0,0.2457817436934452,0.060851926977687626,0.010933333333333333,0.0,0,0,1,0.999315537303217,0.09243733336704844,0.019114378526243803,15,0.164
POL-2020363,INS-10363,Regional Bank,NCUA,Southeast,2021,Azure,Jack Henry,8846692,0.0,0,0.0,0.0,6.788633848074274,0.3503420644167403,0.9230000000000002,0.07699999999999985,5.217391304347826,Low,1.6899098080558053,0.0,1,0,0.8357951813081557,0.281944287808729,0.006816,0.0,0,0,0,0.999315537303217,0.0,0.0,250,1.704
POL-2020364,INS-10364,Broker-Dealer,FINRA,Southeast,2021,Hybrid,Unknown,357960,0.0,0,0.0,0.0,6.527372951241436,-0.11790013224560093,0.8252499999999999,0.17475000000000007,19.11764705882353,High,0.0,0.0,1,0,-0.8219848687138407,0.001464986815118664,0.042,1.0986122886681098,1,1,1,0.999315537303217,0.0,0.0,1,0.042
POL-2020365,INS-10365,Fintech-Payments,CFPB,Southwest,2020,On-Prem,Unknown,776707,0.0,0,0.0,0.0,6.296188085414615,-0.10023999409101081,0.5597500000000001,0.4402499999999999,19.62962962962963,High,0.7797905781299385,0.0,1,0,-0.07568900818157112,0.009233610341643583,0.0174,0.0,0,0,1,0.999315537303217,0.0,0.0,5,0.087
POL-2020366,INS-10366,Regional Bank,FRB,West,2021,AWS,Fiserv,9022570,0.0,0,0.0,0.0,7.177706077403603,0.5976036966818575,0.8255000000000001,0.17449999999999988,16.07843137254902,High,0.0,0.0,1,0,0.27636811899121777,0.07640003056001222,0.024550000000000002,0.0,0,0,0,0.999315537303217,0.0,0.0,100,2.455
POL-2020367,INS-10367,Community Bank,SEC,Southeast,2022,AWS,FIS,33165,0.0,0,0.0,0.0,4.276666119016055,-0.9931898505080966,0.82725,0.17274999999999996,4.761904761904763,Low,1.559581156259877,0.0,1,0,-0.403672726434922,0.028169014084507043,0.0265,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,2,0.053
POL-2020368,INS-10368,Insurance Carrier,FRB,Midwest,2024,On-Prem,Unknown,2925224,0.0,0,0.0,0.0,7.913594167497892,0.6806964650775101,0.7832500000000001,0.2167499999999999,11.212121212121211,Moderate,0.0,0.0,0,0,-0.4940245667040455,0.001829357529635592,0.036199999999999996,0.0,0,0,1,0.999315537303217,0.0,0.0,5,0.181
POL-2020369,INS-10369,Credit Union,NCUA,Southeast,2023,AWS,Fiserv,43858,0.0,0,0.0,0.0,4.498697941477575,-1.1214276514049302,0.764,0.236,5.483870967741935,Low,0.0,0.0,1,0,-0.381420835024152,0.02249718785151856,0.0255,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,2,0.051
POL-2020370,INS-10370,National Bank,FDIC,Northeast,2020,AWS,In-House,23478955,0.0,0,0.0,0.0,8.78647195706609,1.5577940837566635,0.9245,0.07550000000000001,5.531914893617022,Low,1.0986122886681098,0.0,1,0,-0.004251078482115644,0.003820235020858483,0.02612,0.0,0,0,0,0.999315537303217,0.0,0.0,25,0.653
POL-2020371,INS-10371,Insurance Carrier,SEC,Southwest,2023,Azure,Unknown,2845749,0.0,0,0.0,0.0,8.335167590822925,1.0054244779339676,0.7545,0.24550000000000005,33.57142857142858,Extreme,1.0986122886681098,0.0,0,0,-0.2701613779703025,0.00047997312150519574,0.0205,0.0,0,0,1,0.999315537303217,0.0,0.0,2,0.041
POL-2020372,INS-10372,Regional Bank,SEC,West,2023,Azure,Finastra,1140907,0.0,0,0.0,0.0,6.392586905782009,0.09097939795562536,0.84175,0.15825,8.823529411764707,Moderate,0.0,0.0,1,0,-0.22892527306964627,0.025150905432595575,0.032266666666666666,1.0986122886681098,1,0,0,0.999315537303217,0.0,0.0,15,0.484
POL-2020373,INS-10373,Asset Manager,FDIC,West,2024,Azure,Unknown,726640,0.0,0,0.0,0.0,7.203256700486049,0.4669622495830164,0.69675,0.30325,15.294117647058824,High,0.0,0.0,2,0,-0.8932143374718601,0.0014894250819183796,0.0485,0.0,0,0,1,0.999315537303217,0.0,0.0,2,0.097
POL-2020374,INS-10374,Custodian Bank,OCC,West,2022,Azure,Temenos,4520083,0.0,0,0.0,0.0,8.488176242345745,1.3683220202294233,0.8405,0.15949999999999998,7.027027027027026,Low,1.6941345825759448,0.0,1,0,-0.3115590571357324,0.001029654036243822,0.028000000000000004,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,5,0.14
POL-2020375,INS-10375,Community Bank,NCUA,Southeast,2020,Hybrid,FIS,265360,0.0,0,0.0,0.0,4.389498649512583,-0.8519412977021278,0.53575,0.46425000000000005,46.470588235294116,Extreme,2.0086294677815273,0.3333333333333333,1,0,0.5734435977589881,0.628140703517588,0.005639999999999999,0.0,0,1,0,0.999315537303217,0.0,0.0,50,0.282
POL-2020376,INS-10376,Credit Union,NCUA,Northeast,2021,Azure,FIS,55125,0.0,0,0.0,0.0,4.269697449699962,-1.1563924753893937,0.26875,0.73125,19.473684210526315,High,0.6931471805599453,0.0,1,0,-0.40501700106096594,0.07092198581560284,0.0322,0.0,0,0,0,0.999315537303217,0.0,0.0,5,0.161
POL-2020377,INS-10377,National Bank,OCC,Southeast,2022,Azure,In-House,32333270,0.0,0,0.0,0.0,9.195916851310459,1.7758190575097172,0.637,0.363,32.35294117647059,Extreme,1.1961141292874042,0.0,1,0,-0.32912869307935627,0.002536577446782605,0.04072,0.0,0,0,0,0.999315537303217,0.0,0.0,25,1.018
POL-2020378,INS-10378,Credit Union,NCUA,Midwest,2022,AWS,Fiserv,199677,0.0,0,0.0,0.0,5.5801071132949795,-0.5016819598857803,0.62575,0.37424999999999997,15.0,High,0.0,0.0,1,0,-0.6631389414258969,0.01893222264293828,0.0438,0.0,0,0,0,0.999315537303217,0.0,0.0,5,0.219
POL-2020379,INS-10379,Community Bank,State,National,2023,Azure,Other,72810,0.0,0,0.0,0.0,3.8394523125933104,-1.256509963286618,0.70075,0.29925,14.166666666666666,High,0.0,0.0,1,0,-0.6579843841355213,0.21978021978021978,0.0485,0.6931471805599453,0,0,0,0.999315537303217,0.0,0.0,10,0.485
POL-2020380,INS-10380,Regional Bank,NCUA,West,2021,On-Prem,In-House,722755,0.0,0,0.0,0.0,5.2574953720277815,-0.41318993491286643,0.719,0.281,10.0,Moderate,0.7797905781299385,0.0,1,0,0.23387973483063917,0.2617801047120419,0.0209,0.0,0,0,0,0.999315537303217,0.0,0.0,50,1.045
POL-2020381,INS-10381,National Bank,FRB,Southwest,2020,On-Prem,FIS,23295736,0.0,0,0.0,0.0,8.629449873761905,1.5886860971407089,0.8215,0.1785,22.5,Extreme,0.7875884839112379,0.0,1,0,-0.020236865080353272,0.008939746111210442,0.03232,0.0,0,0,0,0.999315537303217,0.0,0.0,50,1.616
POL-2020382,INS-10382,Broker-Dealer,SEC,National,2020,GCP,Unknown,2990693,0.0,0,0.0,0.0,7.28495807737233,0.486290016945788,0.6312500000000001,0.3687499999999999,3.214285714285714,Low,3.1864553512991147,0.5,0,0,-0.1681034365468752,0.010293713972001097,0.029533333333333335,0.0,0,0,1,0.999315537303217,0.0,0.0,15,0.443
POL-2020383,INS-10383,Broker-Dealer,FINRA,National,2023,On-Prem,Unknown,221266,0.0,0,0.0,0.0,5.820082930352362,-0.47735785723360263,0.7805,0.21950000000000003,12.82608695652174,Moderate,0.0,0.0,1,0,-0.09214624668414317,0.005952380952380952,0.0125,0.0,0,0,1,0.999315537303217,0.0,0.0,2,0.025
POL-2020384,INS-10384,Credit Union,NCUA,Southeast,2024,On-Prem,Finastra,61052,2.0,1,396619.0,58386.0,3.6584202466292277,-1.6176275441002248,0.42224999999999996,0.57775,8.620689655172415,Moderate,0.0,0.0,1,0,0.3674254167389874,0.39682539682539686,0.0054666666666666665,0.6931471805599453,0,0,0,0.999315537303217,6.496412893926489,0.14720928649409132,15,0.082
POL-2020385,INS-10385,Regional Bank,SEC,Northeast,2023,Azure,Finastra,193663,0.0,0,0.0,0.0,5.381278887262384,-0.2261181250532381,0.8250000000000001,0.17499999999999993,29.02439024390244,Extreme,0.0,0.0,1,0,-0.7165434808117448,0.02311604253351826,0.046200000000000005,0.0,0,0,0,0.999315537303217,0.0,0.0,5,0.231
POL-2020386,INS-10386,Fintech-Payments,CFPB,Northeast,2020,On-Prem,Unknown,1578408,0.0,0,0.0,0.0,6.076724391058805,-0.21744473111174256,0.7992500000000001,0.20074999999999987,65.80645161290322,Extreme,0.0,0.0,1,0,0.41408448004035886,0.057524160147261846,0.00732,0.0,0,0,1,0.999315537303217,0.0,0.0,25,0.183
POL-2020387,INS-10387,Asset Manager,OCC,West,2020,Hybrid,Unknown,367477,0.0,0,0.0,0.0,5.7954496631820245,-0.40367690969838255,0.6552500000000001,0.3447499999999999,10.000000000000002,Moderate,0.0,0.0,1,0,-0.5785817540649713,0.01525320317266626,0.04,0.0,0,1,1,0.999315537303217,0.0,0.0,5,0.2
POL-2020388,INS-10388,Hedge Fund,FINRA,Midwest,2023,Hybrid,Unknown,1134884,0.0,0,0.0,0.0,5.81740873473106,-0.44992254624976197,0.858,0.14200000000000002,3.513513513513513,Low,0.0,0.0,0,0,0.38382190772171176,0.0746045956430916,0.00868,0.0,0,1,1,0.999315537303217,0.0,0.0,25,0.217
POL-2020389,INS-10389,Insurance Carrier,FINRA,Northeast,2022,GCP,Unknown,1680067,0.0,0,0.0,0.0,8.106604982609303,0.9975307452262624,0.6260000000000001,0.3739999999999999,13.703703703703702,Moderate,0.0,0.0,0,0,-0.39254678072953697,0.0006032636563810213,0.026,0.6931471805599453,0,0,1,0.999315537303217,0.0,0.0,2,0.052
POL-2020390,INS-10390,Fintech-Payments,State,Southeast,2024,On-Prem,Unknown,1676609,0.0,0,0.0,0.0,6.270042805310292,-0.11357431914409226,0.75725,0.24275000000000002,2.3255813953488373,Low,1.0986122886681098,0.0,1,0,0.2650667162494458,0.02843601895734597,0.010066666666666666,1.3862943611198906,1,0,1,0.999315537303217,0.0,0.0,15,0.151
POL-2020391,INS-10391,Insurance Carrier,State,Southeast,2020,On-Prem,Unknown,12951161,1.0,1,1156850.0,200818.0,8.624898954829403,1.2440252672597367,0.7817500000000001,0.21824999999999994,26.0,Extreme,0.0,0.0,0,0,-0.18226620976827484,0.004490265105251814,0.03412,0.0,0,0,1,0.999315537303217,0.0893240382078487,0.17359035311405974,25,0.853
